bin_index,start_time_us,end_time_us,waiting_time_us,running_time_us,waiting_pct,running_pct
0,24488555,24490555,217,1783,10.85,89.15
1,24490555,24492555,65,1935,3.25,96.75
2,24492555,24494555,110,1890,5.5,94.5
3,24494555,24496555,90,1910,4.5,95.5
4,24496555,24498555,48,1952,2.4,97.6
5,24498555,24500555,68,1932,3.4000000000000004,96.6
6,24500555,24502555,53,1947,2.65,97.35
7,24502555,24504555,33,1967,1.6500000000000001,98.35
8,24504555,24506555,30,1970,1.5,98.5
9,24506555,24508555,36,1964,1.7999999999999998,98.2
10,24508555,24510555,15,1985,0.75,99.25
11,24510555,24512555,43,1957,2.15,97.85
12,24512555,24514555,49,1951,2.45,97.55
13,24514555,24516555,31,1969,1.55,98.45
14,24516555,24518555,67,1933,3.35,96.65
15,24518555,24520555,124,1876,6.2,93.8
16,24520555,24522555,34,1966,1.7000000000000002,98.3
17,24522555,24524555,26,1974,1.3,98.7
18,24524555,24526555,69,1931,3.45,96.55
19,24526555,24528555,33,1967,1.6500000000000001,98.35
20,24528555,24530555,44,1956,2.1999999999999997,97.8
21,24530555,24532555,20,1980,1.0,99.0
22,24532555,24534555,18,1982,0.8999999999999999,99.1
23,24534555,24536555,17,1983,0.8500000000000001,99.15
24,24536555,24538555,17,1983,0.8500000000000001,99.15
25,24538555,24540555,15,1985,0.75,99.25
26,24540555,24542555,103,1897,5.1499999999999995,94.85
27,24542555,24544555,15,1985,0.75,99.25
28,24544555,24546555,26,1974,1.3,98.7
29,24546555,24548555,72,1928,3.5999999999999996,96.4
30,24548555,24550555,75,1925,3.75,96.25
31,24550555,24552555,51,1949,2.55,97.45
32,24552555,24554555,42,1958,2.1,97.9
33,24554555,24556555,8,1992,0.4,99.6
34,24556555,24558555,0,2000,0.0,100.0
35,24558555,24560555,0,2000,0.0,100.0
36,24560555,24562555,0,2000,0.0,100.0
37,24562555,24564555,0,2000,0.0,100.0
38,24564555,24566555,0,2000,0.0,100.0
39,24566555,24568555,0,2000,0.0,100.0
40,24568555,24570555,0,2000,0.0,100.0
41,24570555,24572555,0,2000,0.0,100.0
42,24572555,24574555,0,2000,0.0,100.0
43,24574555,24576555,0,2000,0.0,100.0
44,24576555,24578555,0,2000,0.0,100.0
45,24578555,24580555,0,2000,0.0,100.0
46,24580555,24582555,0,2000,0.0,100.0
47,24582555,24584555,0,2000,0.0,100.0
48,24584555,24586555,0,2000,0.0,100.0
49,24586555,24588555,0,2000,0.0,100.0
50,24588555,24590555,0,2000,0.0,100.0
51,24590555,24592555,0,2000,0.0,100.0
52,24592555,24594555,0,2000,0.0,100.0
53,24594555,24596555,0,2000,0.0,100.0
54,24596555,24598555,0,2000,0.0,100.0
55,24598555,24600555,0,2000,0.0,100.0
56,24600555,24602555,0,2000,0.0,100.0
57,24602555,24604555,0,2000,0.0,100.0
58,24604555,24606555,0,2000,0.0,100.0
59,24606555,24608555,0,2000,0.0,100.0
60,24608555,24610555,0,2000,0.0,100.0
61,24610555,24612555,0,2000,0.0,100.0
62,24612555,24614555,0,2000,0.0,100.0
63,24614555,24616555,0,2000,0.0,100.0
64,24616555,24618555,0,2000,0.0,100.0
65,24618555,24620555,0,2000,0.0,100.0
66,24620555,24622555,0,2000,0.0,100.0
67,24622555,24624555,0,2000,0.0,100.0
68,24624555,24626555,0,2000,0.0,100.0
69,24626555,24628555,0,2000,0.0,100.0
70,24628555,24630555,0,2000,0.0,100.0
71,24630555,24632555,34,1966,1.7000000000000002,98.3
72,24632555,24633835,48,1232,3.75,96.25
