bin_index,start_time_us,end_time_us,waiting_time_us,running_time_us,waiting_pct,running_pct
0,0,2000,265,1735,13.25,86.75
1,2000,4000,6,1994,0.3,99.7
2,4000,6000,78,1922,3.9,96.1
3,6000,8000,80,1920,4.0,96.0
4,8000,10000,73,1927,3.65,96.35
5,10000,12000,40,1960,2.0,98.0
6,12000,14000,64,1936,3.2,96.8
7,14000,16000,58,1942,2.9000000000000004,97.1
8,16000,18000,53,1947,2.65,97.35
9,18000,20000,28,1972,1.4000000000000001,98.6
10,20000,22000,36,1964,1.7999999999999998,98.2
11,22000,24000,58,1942,2.9000000000000004,97.1
12,24000,26000,60,1940,3.0,97.0
13,26000,28000,48,1952,2.4,97.6
14,28000,30000,80,1920,4.0,96.0
15,30000,32000,54,1946,2.7,97.3
16,32000,34000,17,1983,0.8500000000000001,99.15
17,34000,36000,21,1979,1.05,98.95
18,36000,38000,33,1967,1.6500000000000001,98.35
19,38000,40000,57,1943,2.85,97.15
20,40000,42000,62,1938,3.1,96.9
21,42000,44000,36,1964,1.7999999999999998,98.2
22,44000,46000,27,1973,1.35,98.65
23,46000,48000,445,1555,22.25,77.75
24,48000,50000,40,1960,2.0,98.0
25,50000,52000,97,1903,4.8500000000000005,95.15
26,52000,54000,60,1940,3.0,97.0
27,54000,56000,254,1746,12.7,87.3
28,56000,58000,156,1844,7.8,92.2
29,58000,60000,150,1850,7.5,92.5
30,60000,62000,97,1903,4.8500000000000005,95.15
31,62000,64000,236,1764,11.799999999999999,88.2
32,64000,66000,116,1884,5.800000000000001,94.2
33,66000,68000,132,1868,6.6000000000000005,93.4
34,68000,70000,123,1877,6.15,93.85
35,70000,72000,84,1916,4.2,95.8
36,72000,74000,165,1835,8.25,91.75
37,74000,76000,146,1854,7.3,92.7
38,76000,78000,149,1851,7.449999999999999,92.55
39,78000,80000,107,1893,5.35,94.65
40,80000,82000,157,1843,7.85,92.15
41,82000,84000,175,1825,8.75,91.25
