process,name,timestamp,running_time,idle_time,uart_transmit_calls,uart_receive_calls,i2c_read_calls,i2d_write_calls,spi_transfer_calls,gpio_interrupt_calls,adc_read_calls,sleep_calls
2,temp_monitor,26002,191,25811,78,0,0,0,0,0,79,78
3,status_led,26002,2877,23125,0,0,0,0,0,9,0,8
0,status_led,26502,676,25826,0,0,0,0,0,16,0,16
1,safety,26502,26486,16,0,0,0,0,0,419562,139854,139854
0,network,27002,5806,21196,1699,1699,0,0,3398,0,0,436642
1,stepper,27002,26,26976,0,0,0,0,139,139,0,139
2,power,27002,3534,23468,1699,1699,0,0,3398,0,0,436642
3,safety,27002,17635,9367,0,0,0,0,0,151092,50364,50364
4,status_led,27002,1,27001,0,0,0,0,0,6,0,6
0,power,27502,21680,5822,2701,2702,0,0,5403,0,0,694357
1,status_led,27502,10,27492,0,0,0,0,0,9,0,9
2,network,27502,5812,21690,2701,2702,0,0,5403,0,0,694356
0,stepper,28002,34,27968,0,0,0,0,190,190,0,190
1,power,28002,8278,19724,2328,2328,0,0,4656,0,0,598296
2,temp_monitor,28002,20,27982,75,0,0,0,0,0,76,75
3,safety,28002,19670,8332,0,0,0,0,0,207076,69024,69024
0,status_led,28502,1742,26760,0,0,0,0,0,19,0,19
1,stepper,28502,27818,684,0,0,0,0,467,467,0,467
0,network,29002,3677,25325,1891,1891,0,0,3782,0,0,485987
1,stepper,29002,316,28686,0,0,0,0,155,155,0,155
2,gcode_parser,29002,4007,24995,1530,1530,0,0,0,0,0,1530
3,status_led,29002,5,28997,0,0,0,0,0,7,0,7
4,power,29002,21009,7993,1891,1891,0,0,3782,0,0,485987
0,gcode_parser,29502,552,28950,1466,1466,0,0,0,0,0,1466
1,power,29502,5644,23858,1811,1811,0,0,3622,0,0,465427
2,stepper,29502,150,29352,0,0,0,0,148,148,0,148
3,safety,29502,18587,10915,0,0,0,0,0,161088,53696,53696
4,network,29502,4697,24805,1811,1811,0,0,3622,0,0,465427
0,temp_monitor,30002,213,29789,113,0,0,0,0,0,114,113
1,stepper,30002,450,29552,0,0,0,0,284,284,0,284
2,power,30002,29371,631,3475,3475,0,0,6950,0,0,893075
0,power,30502,5799,24703,1936,1936,0,0,3872,0,0,497552
1,status_led,30502,0,30502,0,0,0,0,0,7,0,7
2,safety,30502,19894,10608,0,0,0,0,0,172209,57403,57403
3,network,30502,4769,25733,1936,1936,0,0,3872,0,0,497552
4,stepper,30502,40,30462,0,0,0,0,158,158,0,158
0,safety,31002,31000,2,0,0,0,0,0,490890,163630,163630
1,status_led,31002,2,31000,0,0,0,0,0,18,0,18
