process,name,timestamp,running_time,idle_time,uart_transmit_calls,uart_receive_calls,i2c_read_calls,i2d_write_calls,spi_transfer_calls,gpio_interrupt_calls,adc_read_calls,sleep_calls
1,safety,21502,14874,6628,0,0,0,0,0,159040,53013,53013
2,gcode_parser,21502,441,21061,1448,1448,0,0,0,0,0,1447
3,power,21502,6161,15341,1788,1788,0,0,3576,0,0,459516
0,status_led,22002,15,21987,0,0,0,0,0,5,0,5
1,network,22002,6205,15797,1511,1512,0,0,3023,0,0,388449
2,stepper,22002,61,21941,0,0,0,0,124,124,0,124
3,safety,22002,15743,6259,0,0,0,0,0,134439,44813,44813
4,temp_monitor,22002,17,21985,49,0,0,0,0,0,50,49
0,network,22502,19313,3189,3493,3494,0,0,6987,0,0,897802
1,gcode_parser,22502,3189,19313,2829,2830,0,0,0,0,0,2829
0,safety,23002,15517,7485,0,0,0,0,0,213030,71010,71010
1,power,23002,7461,15541,2395,2395,0,0,4790,0,0,615515
2,stepper,23002,25,22977,0,0,0,0,196,196,0,196
0,safety,23502,16595,6907,0,0,0,0,0,175239,58413,58413
1,power,23502,6860,16642,1970,1970,0,0,3940,0,0,506290
2,stepper,23502,120,23382,0,0,0,0,161,161,0,161
3,temp_monitor,23502,15,23487,64,0,0,0,0,0,65,64
0,network,24002,24002,0,6284,6286,0,0,12568,0,0,1614988
0,temp_monitor,24502,307,24195,127,0,0,0,0,0,128,127
1,network,24502,24335,167,3921,3922,0,0,7842,0,0,1007697
0,status_led,25002,21,24981,0,0,0,0,0,10,0,10
1,gcode_parser,25002,3969,21033,2334,2334,0,0,0,0,0,2334
2,network,25002,21012,3990,2883,2884,0,0,5767,0,0,741185
0,network,25502,5961,19541,1910,1910,0,0,3820,0,0,490869
1,power,25502,3347,22155,1910,1910,0,0,3820,0,0,490869
2,status_led,25502,2,25500,0,0,0,0,0,7,0,7
3,safety,25502,16192,9310,0,0,0,0,0,169866,56622,56622
0,status_led,26002,2888,23114,0,0,0,0,0,8,0,8
1,power,26002,25389,613,2408,2409,0,0,4817,0,0,619082
2,temp_monitor,26002,185,25817,78,0,0,0,0,0,79,78
3,stepper,26002,401,25601,0,0,0,0,197,197,0,197
0,stepper,26502,48,26454,0,0,0,0,266,266,0,266
1,safety,26502,26451,51,0,0,0,0,0,289881,96627,96627
2,status_led,26502,3,26499,0,0,0,0,0,11,0,11
0,network,27002,22516,4486,3111,3111,0,0,6222,0,0,799526
1,stepper,27002,297,26705,0,0,0,0,254,254,0,254
2,gcode_parser,27002,4189,22813,2518,2518,0,0,0,0,0,2518
0,safety,27502,18785,8717,0,0,0,0,0,203463,67821,67821
1,temp_monitor,27502,178,27324,74,0,0,0,0,0,75,74
2,gcode_parser,27502,582,26920,1852,1852,0,0,0,0,0,1852
3,power,27502,8113,19389,2287,2288,0,0,4574,0,0,587759
0,stepper,28002,27343,659,0,0,0,0,459,459,0,459
1,status_led,28002,1229,26773,0,0,0,0,0,20,0,19
0,safety,28502,20451,8051,0,0,0,0,0,175782,58594,58594
1,stepper,28502,29,28473,0,0,0,0,162,162,0,162
2,power,28502,7996,20506,1976,1976,0,0,3952,0,0,507832
3,status_led,28502,1,28501,0,0,0,0,0,7,0,7
4,temp_monitor,28502,25,28477,64,0,0,0,0,0,65,64
