bin_index,start_time_us,end_time_us,waiting_time_us,running_time_us,waiting_pct,running_pct
0,147437535,147439035,86,1414,5.733333333333333,94.26666666666667
1,147439035,147440535,56,1444,3.733333333333334,96.26666666666667
2,147440535,147442035,42,1458,2.8000000000000003,97.2
3,147442035,147443535,53,1447,3.5333333333333337,96.46666666666667
4,147443535,147445035,26,1474,1.7333333333333332,98.26666666666667
5,147445035,147446535,12,1488,0.8,99.2
6,147446535,147448035,20,1480,1.3333333333333335,98.66666666666667
7,147448035,147449535,26,1474,1.7333333333333332,98.26666666666667
8,147449535,147451035,29,1471,1.9333333333333333,98.06666666666666
9,147451035,147452535,35,1465,2.3333333333333335,97.66666666666667
10,147452535,147454035,58,1442,3.8666666666666667,96.13333333333334
11,147454035,147455535,39,1461,2.6,97.4
12,147455535,147457035,37,1463,2.466666666666667,97.53333333333333
13,147457035,147458535,34,1466,2.2666666666666666,97.73333333333333
14,147458535,147460035,22,1478,1.4666666666666666,98.53333333333333
15,147460035,147461535,23,1477,1.5333333333333332,98.46666666666667
16,147461535,147463035,14,1486,0.9333333333333335,99.06666666666666
17,147463035,147464535,25,1475,1.6666666666666667,98.33333333333333
18,147464535,147466035,12,1488,0.8,99.2
19,147466035,147467535,32,1468,2.1333333333333333,97.86666666666666
20,147467535,147469035,73,1427,4.866666666666666,95.13333333333334
21,147469035,147470535,12,1488,0.8,99.2
22,147470535,147472035,2,1498,0.13333333333333333,99.86666666666666
23,147472035,147473535,60,1440,4.0,96.0
24,147473535,147475035,54,1446,3.5999999999999996,96.4
25,147475035,147476535,37,1463,2.466666666666667,97.53333333333333
26,147476535,147478035,41,1459,2.7333333333333334,97.26666666666667
27,147478035,147479535,75,1425,5.0,95.0
28,147479535,147481035,66,1434,4.3999999999999995,95.6
29,147481035,147482535,52,1448,3.4666666666666663,96.53333333333333
30,147482535,147484035,39,1461,2.6,97.4
31,147484035,147485535,35,1465,2.3333333333333335,97.66666666666667
32,147485535,147487035,35,1465,2.3333333333333335,97.66666666666667
33,147487035,147488535,37,1463,2.466666666666667,97.53333333333333
34,147488535,147490035,25,1475,1.6666666666666667,98.33333333333333
35,147490035,147491535,22,1478,1.4666666666666666,98.53333333333333
36,147491535,147493035,48,1452,3.2,96.8
37,147493035,147494535,48,1452,3.2,96.8
38,147494535,147496035,42,1458,2.8000000000000003,97.2
39,147496035,147497535,33,1467,2.1999999999999997,97.8
40,147497535,147499035,30,1470,2.0,98.0
41,147499035,147500535,40,1460,2.666666666666667,97.33333333333333
42,147500535,147502035,31,1469,2.0666666666666664,97.93333333333334
43,147502035,147503535,69,1431,4.6,95.4
44,147503535,147505035,28,1472,1.866666666666667,98.13333333333334
45,147505035,147506535,46,1454,3.0666666666666664,96.93333333333334
46,147506535,147508035,0,1500,0.0,100.0
47,147508035,147509535,86,1414,5.733333333333333,94.26666666666667
48,147509535,147511035,0,1500,0.0,100.0
49,147511035,147511130,17,78,17.894736842105264,82.10526315789474
