bin_index,start_time_us,end_time_us,waiting_time_us,running_time_us,waiting_pct,running_pct
0,132559084,132560584,158,1342,10.533333333333333,89.46666666666667
1,132560584,132562084,14,1486,0.9333333333333335,99.06666666666666
2,132562084,132563584,89,1411,5.933333333333334,94.06666666666666
3,132563584,132565084,60,1440,4.0,96.0
4,132565084,132566584,57,1443,3.8,96.2
5,132566584,132568084,44,1456,2.933333333333333,97.06666666666666
6,132568084,132569584,43,1457,2.8666666666666667,97.13333333333334
7,132569584,132571084,22,1478,1.4666666666666666,98.53333333333333
8,132571084,132572584,74,1426,4.933333333333334,95.06666666666666
9,132572584,132574084,45,1455,3.0,97.0
10,132574084,132575584,49,1451,3.266666666666666,96.73333333333333
11,132575584,132577084,52,1448,3.4666666666666663,96.53333333333333
12,132577084,132578584,25,1475,1.6666666666666667,98.33333333333333
13,132578584,132580084,34,1466,2.2666666666666666,97.73333333333333
14,132580084,132581584,60,1440,4.0,96.0
15,132581584,132583084,22,1478,1.4666666666666666,98.53333333333333
16,132583084,132584584,13,1487,0.8666666666666666,99.13333333333334
17,132584584,132586084,14,1486,0.9333333333333335,99.06666666666666
18,132586084,132587584,40,1460,2.666666666666667,97.33333333333333
19,132587584,132589084,25,1475,1.6666666666666667,98.33333333333333
20,132589084,132590584,22,1478,1.4666666666666666,98.53333333333333
21,132590584,132592084,21,1479,1.4000000000000001,98.6
22,132592084,132593584,27,1473,1.7999999999999998,98.2
23,132593584,132595084,25,1475,1.6666666666666667,98.33333333333333
24,132595084,132596584,27,1473,1.7999999999999998,98.2
25,132596584,132598084,25,1475,1.6666666666666667,98.33333333333333
26,132598084,132599584,25,1475,1.6666666666666667,98.33333333333333
27,132599584,132601084,25,1475,1.6666666666666667,98.33333333333333
28,132601084,132602584,25,1475,1.6666666666666667,98.33333333333333
29,132602584,132604084,25,1475,1.6666666666666667,98.33333333333333
30,132604084,132605584,25,1475,1.6666666666666667,98.33333333333333
31,132605584,132607084,23,1477,1.5333333333333332,98.46666666666667
32,132607084,132608584,28,1472,1.866666666666667,98.13333333333334
33,132608584,132610084,24,1476,1.6,98.4
34,132610084,132611584,25,1475,1.6666666666666667,98.33333333333333
35,132611584,132613084,26,1474,1.7333333333333332,98.26666666666667
36,132613084,132614584,25,1475,1.6666666666666667,98.33333333333333
37,132614584,132616084,23,1477,1.5333333333333332,98.46666666666667
38,132616084,132617584,24,1476,1.6,98.4
39,132617584,132619084,23,1477,1.5333333333333332,98.46666666666667
40,132619084,132620584,28,1472,1.866666666666667,98.13333333333334
41,132620584,132622084,24,1476,1.6,98.4
42,132622084,132623584,27,1473,1.7999999999999998,98.2
