trace_file,getpid,getegid,getxattr,setuid,rename,kill,epoll_ctl,fdatasync,fsetxattr,capset,sysinfo,capget,write,faccessat2,connect,dup,arch_prctl,pwrite64,statx,wait4,getrusage,utimensat,getpeername,linkat,getppid,getpgrp,sendto,recvfrom,fstat,socketpair,madvise,fchmodat,gettid,clock_nanosleep,clone3,copy_file_range,fchmod,times,recvmsg,openat,umask,getrandom,getuid,poll,socket,statfs,io_uring_enter,epoll_create1,ftruncate,timerfd_settime,access,eventfd2,fgetxattr,fadvise64,getcwd,prctl,setsockopt,getresuid,getsockname,getgroups,creat,read,newfstatat,getgid,fchown,sigaltstack,symlinkat,epoll_pwait,sendmsg,futex,dup2,epoll_pwait2,llistxattr,set_robust_list,sched_getaffinity,fcntl,setxattr,rt_sigaction,rmdir,geteuid,sched_getscheduler,rt_sigprocmask,mmap,chmod,bind,fstatfs,setitimer,lseek,pread64,ppoll,execve,getresgid,pipe2,brk,io_uring_setup,chdir,rseq,pselect6,ioctl,prlimit64,membarrier,set_tid_address,unlinkat,syscall_-1,renameat2,mprotect,getdents64,mkdir,unlink,open,clone,close,munmap,sync,uname,epoll_wait,fchdir,flock,readlink,getsockopt,fsync,timerfd_create,userspace_ms,total_ms,wall_time_s
cpu_intensive_1.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.479,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.246,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.011,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5138.322,5233.287,5.233439
cpu_intensive_10.csv,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.001,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.203,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.090,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.001,0.000,0.002,0.000,0.000,0.152,0.000,0.000,0.000,0.000,0.002,0.016,0.000,0.225,0.000,0.000,0.013,0.000,0.000,0.001,0.000,0.006,0.001,0.000,0.001,0.000,0.000,0.000,0.048,0.000,0.000,0.055,0.000,0.000,0.023,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.855,35.030,0.035366
cpu_intensive_11.csv,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.107,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.001,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.147,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.004,0.000,0.000,0.001,0.000,0.000,0.000,0.038,0.020,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.009,0.000,0.001,0.000,0.003,0.286,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.227,0.001,0.000,4.707,0.000,0.000,0.013,0.000,0.005,0.003,0.000,0.011,0.000,0.000,0.000,0.031,0.025,0.000,0.000,0.000,0.000,0.024,0.150,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2747.207,2755.096,2.755200
cpu_intensive_12.csv,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.006,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.184,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.040,0.000,0.001,0.000,0.004,0.230,0.000,0.000,0.000,0.000,0.019,0.003,0.000,0.215,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.101,0.001,0.000,0.001,0.000,0.000,0.000,0.030,0.167,0.000,0.000,0.013,0.000,0.062,0.058,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,143.450,145.128,0.145279
cpu_intensive_13.csv,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.814,0.000,0.000,0.000,0.088,0.000,0.000,2403.218,0.000,0.000,0.001,0.000,0.003,0.001,0.000,0.000,2.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.986,0.000,0.160,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.637,0.000,0.000,0.131,0.003,0.000,0.000,0.002,0.000,0.000,0.000,4.658,0.026,0.001,0.000,0.000,0.000,0.000,0.000,0.291,0.166,0.000,0.000,0.118,0.000,0.357,0.000,0.011,0.000,0.002,0.000,0.340,14.823,0.000,0.000,0.003,0.000,0.000,0.275,0.000,24.627,0.001,0.000,1.274,0.000,0.000,0.099,0.000,0.012,0.132,0.000,0.095,0.000,0.000,0.000,1.953,2.279,0.000,0.000,0.000,13.983,2.842,3.193,0.000,0.004,0.000,0.190,0.000,0.000,0.000,0.000,0.000,2557.032,5055.782,2.746832
cpu_intensive_14.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.006,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.183,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.002,0.000,0.000,0.001,0.000,0.003,0.000,0.003,0.000,0.001,0.000,0.003,0.187,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.154,0.000,0.020,0.014,0.000,0.000,0.003,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.039,0.020,0.000,0.000,0.000,0.234,0.040,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.503,34.702,0.032964
cpu_intensive_15.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.134,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,4607.918,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.196,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.173,0.000,0.000,0.025,0.000,0.000,0.001,0.000,0.004,0.001,0.000,0.001,0.000,0.000,0.000,0.039,0.015,0.000,0.000,0.000,0.000,0.022,0.014,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.000,421.804,5030.498,5.030602
cpu_intensive_16.csv,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.187,0.000,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.005,0.000,0.000,0.002,0.000,0.000,0.000,0.044,0.022,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.009,0.000,0.001,0.000,0.002,0.245,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.163,0.001,0.000,0.579,0.000,0.000,0.001,0.000,0.006,0.003,0.000,0.001,0.000,0.000,0.000,0.036,0.038,0.000,0.000,0.000,0.000,0.041,0.105,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,309.518,311.119,0.311221
cpu_intensive_17.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.134,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.003,0.000,0.000,0.001,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.001,0.003,0.000,0.213,0.000,0.000,0.052,0.000,0.000,0.005,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.021,0.020,0.000,0.000,0.000,0.000,0.037,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.933,99.275,0.099417
cpu_intensive_18.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.001,0.003,0.000,0.197,0.000,0.000,0.011,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.017,0.017,0.000,0.000,0.000,0.000,0.037,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.125,71.549,0.071837
cpu_intensive_2.csv,0.004,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.394,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.001,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.315,0.000,0.006,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.007,0.000,0.000,0.001,0.000,0.000,0.000,21.325,0.041,0.002,0.000,0.000,0.000,0.000,0.000,0.003,0.008,0.000,0.000,0.002,0.000,0.017,0.000,0.028,0.000,0.002,0.000,0.010,0.337,0.000,0.000,0.000,0.000,0.005,0.006,0.000,0.705,0.002,0.000,0.039,0.000,0.000,0.002,0.000,0.010,0.007,0.000,0.003,0.000,0.000,0.000,0.062,0.028,0.000,0.000,0.000,0.000,0.071,0.032,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,984.310,1076.876,1.077419
cpu_intensive_3.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.289,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.305,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.269,0.000,0.000,0.017,0.000,0.000,0.002,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.064,0.033,0.000,0.000,0.000,0.000,0.059,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,897.660,925.769,0.926112
cpu_intensive_4.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.177,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.169,0.000,0.000,0.014,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.051,0.034,0.000,0.000,0.000,0.000,0.035,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,663.061,693.977,0.694079
cpu_intensive_5.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71.091,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.357,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.230,0.018,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.008,0.000,0.002,0.000,0.000,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.074,0.003,0.000,0.217,0.000,0.000,0.025,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.040,0.110,0.000,0.000,0.000,0.000,0.080,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.138,164.872,0.164976
cpu_intensive_6.csv,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.079,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.931,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.001,0.000,0.143,0.000,0.006,0.000,0.002,0.000,0.000,0.371,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.265,0.000,0.000,0.041,0.000,0.000,0.001,0.000,0.087,0.002,0.000,0.001,0.000,0.000,0.000,0.069,0.049,0.000,0.000,0.000,0.000,0.295,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,163.482,167.127,0.167243
cpu_intensive_7.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.169,0.006,0.000,0.000,0.005,0.000,0.000,239.988,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.336,0.000,0.000,0.000,0.000,0.000,478.078,0.000,0.000,0.000,0.000,1.693,0.001,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,1.881,0.409,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.004,0.000,0.042,0.000,0.028,0.000,0.000,0.000,0.027,1.235,0.008,0.000,0.000,0.000,0.702,0.016,0.000,0.930,0.000,0.000,0.556,0.000,0.000,0.005,0.000,0.056,0.017,0.000,0.007,0.000,0.000,0.000,0.276,0.143,0.000,0.060,0.000,0.000,0.321,0.326,0.000,0.000,0.000,0.000,0.000,1.420,0.000,0.000,0.000,508.901,1237.930,0.523722
cpu_intensive_8.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.524,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.203,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.459,0.014,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.004,0.007,0.000,0.016,0.000,0.001,0.001,0.000,0.165,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.301,0.000,0.000,0.014,0.000,0.000,0.001,0.000,0.000,0.004,0.000,0.001,0.000,0.000,0.000,0.026,0.035,0.000,0.000,0.000,0.000,0.041,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.429,102.416,0.102562
cpu_intensive_9.csv,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.038,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.558,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.161,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.001,0.005,0.000,0.000,0.007,0.000,0.000,0.000,0.012,1.169,0.000,0.000,0.000,0.000,0.010,0.005,0.000,0.271,0.000,0.000,0.057,0.000,0.000,0.001,0.000,0.000,0.024,0.000,0.002,0.000,0.000,0.000,0.255,0.026,0.000,0.000,0.000,0.000,0.085,0.428,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,221.084,224.595,0.224749
io_intensive_1.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,167.478,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.135,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.014,0.022,0.000,0.000,0.000,0.000,0.029,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,163.819,355.430,0.355539
io_intensive_10.csv,0.001,0.000,0.000,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.000,85.916,0.000,0.070,0.000,0.001,0.000,1.854,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.033,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.169,0.000,0.004,0.000,0.000,0.033,0.000,0.000,0.005,0.000,0.007,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.051,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.031,1.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.229,0.000,0.000,0.000,0.000,0.009,0.002,0.000,0.154,0.000,0.000,0.077,0.000,0.000,0.001,0.000,0.004,0.001,0.000,0.001,0.000,0.000,0.000,0.036,0.281,0.000,0.000,0.000,0.000,0.085,0.050,0.000,0.000,1.965,0.000,0.000,0.000,0.000,0.000,0.004,292.291,385.211,0.385279
io_intensive_11.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.002,0.000,0.000,0.001,0.000,0.084,0.000,0.000,0.055,0.000,0.000,0.001,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.178,0.000,0.000,0.000,0.000,0.021,0.004,0.000,0.001,0.000,0.003,0.000,0.000,0.000,0.000,0.000,78.695,101.006,0.101077
io_intensive_12.csv,0.357,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248,0.000,0.000,7698.948,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,7.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.515,0.000,0.448,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.507,0.000,0.000,0.000,0.002,0.000,0.000,0.001,0.000,0.000,0.000,11.241,0.026,0.001,0.000,0.000,0.000,0.000,0.000,0.713,0.460,0.000,0.000,0.421,0.000,0.000,0.000,1.980,0.000,0.251,0.000,2.773,50.080,0.000,0.000,0.000,0.000,0.000,0.831,0.000,57.830,0.000,0.000,3.006,0.000,0.000,0.270,0.000,1.950,0.358,0.000,0.258,0.000,0.570,6.720,9.699,9.710,0.000,0.000,0.000,26.292,8.348,3.107,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8069.935,16018.574,8.431213
io_intensive_13.csv,0.357,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.355,0.000,0.000,8322.197,0.000,0.000,0.001,0.000,0.001,0.001,0.000,0.000,9.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.823,0.000,0.636,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.347,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,12.651,2.976,0.001,0.000,0.000,0.000,0.000,0.000,0.938,0.695,0.000,0.000,0.491,0.000,0.000,0.000,2.282,0.000,0.305,0.000,3.335,48.199,0.000,0.000,0.000,0.000,0.000,1.064,0.000,71.056,0.000,0.000,4.660,0.000,0.000,0.346,0.000,2.713,0.469,0.000,0.357,11.819,0.606,0.000,9.804,8.064,0.000,0.000,0.000,35.932,11.008,4.253,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8748.045,17371.108,9.185374
io_intensive_14.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,657.395,0.000,0.000,0.000,0.253,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.285,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.185,0.000,0.000,0.018,0.000,0.000,0.001,0.000,0.003,0.001,0.000,0.001,0.000,0.000,0.000,0.053,0.029,0.000,0.000,0.000,0.000,0.057,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.554,686.969,0.687078
io_intensive_15.csv,0.002,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,310.310,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.021,0.000,0.000,0.000,214.840,0.000,0.000,0.002,0.000,0.000,0.130,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.012,0.003,0.000,0.000,0.000,0.000,0.000,120.407,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.002,0.000,0.000,0.001,0.000,0.007,0.000,0.009,0.000,0.000,0.000,0.005,0.273,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.090,0.000,0.000,0.015,0.000,0.005,0.000,15942.983,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.058,0.010,0.000,13.059,0.000,0.166,0.027,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7400.479,24003.021,8.024182
io_intensive_16.csv,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.086,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.008,0.013,0.000,0.000,0.000,0.000,0.015,0.009,98.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.883,110.154,0.110210
