timestamp,relative_time,pid,comm,uid,syscall,duration_us
1415.255503677,744.389773470,4599,chrt,0,execve,13.275
1415.258410217,744.392680010,4599,chrt,0,execve,18.763
1415.259450874,744.393720667,4599,bash,0,execve,507.615
1415.262456141,744.396725934,4599,bash,0,brk,4.918
1415.322196541,744.456466334,4599,bash,0,access,31.561
1415.323623468,744.457893261,4599,bash,0,openat,32.607
1415.325872765,744.460142558,4599,bash,0,fstat,9.066
1415.327991734,744.462261527,4599,bash,0,mmap,38.318
1415.330918839,744.465188632,4599,bash,0,close,7.277
1415.332903476,744.467173269,4599,bash,0,openat,47.077
1415.335816552,744.470086345,4599,bash,0,read,14.274
1415.339829952,744.474099745,4599,bash,0,fstat,13.996
1415.340980929,744.475250722,4599,bash,0,mmap,33.156
1415.343016499,744.477286292,4599,bash,0,mmap,27.461
1415.345877243,744.480147036,4599,bash,0,mmap,47.220
1415.347850594,744.482120387,4599,bash,0,mmap,39.363
1415.349737145,744.484006938,4599,bash,0,mmap,61.415
1415.351049083,744.485318876,4599,bash,0,mmap,15.716
1415.353007103,744.487276896,4599,bash,0,close,7.025
1415.354855443,744.489125236,4599,bash,0,openat,33.665
1415.356882535,744.491152328,4599,bash,0,read,15.994
1415.362892750,744.497162543,4599,bash,0,pread64,15.028
1415.376734481,744.511004274,4599,bash,0,fstat,14.321
1415.379783946,744.514053739,4599,bash,0,pread64,15.531
1415.381863907,744.516133700,4599,bash,0,mmap,50.102
1415.387897390,744.522167183,4599,bash,0,mmap,50.900
1415.391871117,744.526140910,4599,bash,0,mmap,81.080
1415.394947100,744.529216893,4599,bash,0,mmap,56.833
1415.396927957,744.531197750,4599,bash,0,mmap,17.198
1415.399099522,744.533369315,4599,bash,0,close,6.668
1415.400923356,744.535193149,4599,bash,0,openat,61.273
1415.403844943,744.538114736,4599,bash,0,read,13.425
1415.405993936,744.540263729,4599,bash,0,fstat,12.601
1415.408890200,744.543159993,4599,bash,0,mmap,46.739
1415.410988802,744.545258595,4599,bash,0,mmap,57.944
1415.414942486,744.549212279,4599,bash,0,mmap,60.006
1415.417723763,744.551993556,4599,bash,0,mmap,45.309
1415.419645601,744.553915394,4599,bash,0,close,4.945
1415.421014791,744.555284584,4599,bash,0,mmap,25.995
1415.422023071,744.556292864,4599,bash,0,syscall_158,7.466
1415.423958371,744.558228164,4599,bash,0,syscall_218,6.393
1415.425959540,744.560229333,4599,bash,0,syscall_273,3.653
