bin_index,start_time_us,end_time_us,waiting_time_us,running_time_us,waiting_pct,running_pct
0,19524940,19525940,227,773,22.7,77.3
1,19525940,19526940,1,999,0.1,99.9
2,19526940,19527940,0,1000,0.0,100.0
3,19527940,19528940,24,976,2.4,97.6
4,19528940,19529940,42,958,4.2,95.8
5,19529940,19530940,47,953,4.7,95.3
6,19530940,19531940,63,937,6.3,93.7
7,19531940,19532940,29,971,2.9000000000000004,97.1
8,19532940,19533940,27,973,2.7,97.3
9,19533940,19534940,37,963,3.6999999999999997,96.3
10,19534940,19535940,22,978,2.1999999999999997,97.8
11,19535940,19536940,31,969,3.1,96.9
12,19536940,19537940,34,966,3.4000000000000004,96.6
13,19537940,19538940,31,969,3.1,96.9
14,19538940,19539940,22,978,2.1999999999999997,97.8
15,19539940,19540940,23,977,2.3,97.7
16,19540940,19541940,41,959,4.1000000000000005,95.9
17,19541940,19542940,19,981,1.9,98.1
18,19542940,19543940,27,973,2.7,97.3
19,19543940,19544940,2,998,0.2,99.8
20,19544940,19545940,22,978,2.1999999999999997,97.8
21,19545940,19546940,98,902,9.8,90.2
22,19546940,19547940,23,977,2.3,97.7
23,19547940,19548940,81,919,8.1,91.9
24,19548940,19549940,22,978,2.1999999999999997,97.8
25,19549940,19550940,41,959,4.1000000000000005,95.9
26,19550940,19551940,22,978,2.1999999999999997,97.8
27,19551940,19552940,17,983,1.7000000000000002,98.3
28,19552940,19553940,26,974,2.6,97.4
29,19553940,19554940,39,961,3.9,96.1
30,19554940,19555940,33,967,3.3000000000000003,96.7
31,19555940,19556940,21,979,2.1,97.9
32,19556940,19557940,30,970,3.0,97.0
33,19557940,19558940,30,970,3.0,97.0
34,19558940,19559940,38,962,3.8,96.2
35,19559940,19560306,8,358,2.185792349726776,97.81420765027322
