process,name,timestamp,running_time,idle_time,uart_transmit_calls,uart_receive_calls,i2c_read_calls,i2d_write_calls,spi_transfer_calls,gpio_interrupt_calls,adc_read_calls,sleep_calls
1,temp_monitor,29002,203,28799,111,0,0,0,0,0,112,111
2,status_led,29002,13,28989,0,0,0,0,0,13,0,12
0,stepper,29502,339,29163,0,0,0,0,278,278,0,278
1,gcode_parser,29502,4561,24941,2751,2751,0,0,0,0,0,2751
2,network,29502,24602,4900,3398,3399,0,0,6797,0,0,873347
0,temp_monitor,30002,40,29962,66,0,0,0,0,0,67,66
1,status_led,30002,1,30001,0,0,0,0,0,7,0,7
2,safety,30002,20847,9155,0,0,0,0,0,181953,60651,60651
3,power,30002,8532,21470,2045,2046,0,0,4091,0,0,525792
4,gcode_parser,30002,582,29420,1656,1656,0,0,0,0,0,1656
0,status_led,30502,22,30480,0,0,0,0,0,8,0,8
1,network,30502,6948,23554,2356,2357,0,0,4713,0,0,605659
2,gcode_parser,30502,4105,26397,1908,1908,0,0,0,0,0,1908
3,power,30502,19431,11071,2356,2357,0,0,4713,0,0,605659
