bin_index,start_time_us,end_time_us,waiting_time_us,running_time_us,waiting_pct,running_pct
0,30872601,30874101,175,1325,11.666666666666666,88.33333333333333
1,30874101,30875601,16,1484,1.0666666666666667,98.93333333333334
2,30875601,30877101,70,1430,4.666666666666667,95.33333333333333
3,30877101,30878601,52,1448,3.4666666666666663,96.53333333333333
4,30878601,30880101,53,1447,3.5333333333333337,96.46666666666667
5,30880101,30881601,47,1453,3.1333333333333333,96.86666666666666
6,30881601,30883101,64,1436,4.266666666666667,95.73333333333333
7,30883101,30884601,45,1455,3.0,97.0
8,30884601,30886101,35,1465,2.3333333333333335,97.66666666666667
9,30886101,30887601,20,1480,1.3333333333333335,98.66666666666667
10,30887601,30889101,20,1480,1.3333333333333335,98.66666666666667
11,30889101,30890601,41,1459,2.7333333333333334,97.26666666666667
12,30890601,30892101,35,1465,2.3333333333333335,97.66666666666667
13,30892101,30893601,35,1465,2.3333333333333335,97.66666666666667
14,30893601,30895101,34,1466,2.2666666666666666,97.73333333333333
15,30895101,30896601,33,1467,2.1999999999999997,97.8
16,30896601,30898101,40,1460,2.666666666666667,97.33333333333333
17,30898101,30899601,13,1487,0.8666666666666666,99.13333333333334
18,30899601,30901101,930,570,62.0,38.0
19,30901101,30902601,1500,0,100.0,0.0
20,30902601,30904101,1500,0,100.0,0.0
21,30904101,30905601,1159,341,77.26666666666667,22.733333333333334
22,30905601,30907101,1500,0,100.0,0.0
23,30907101,30908601,1500,0,100.0,0.0
24,30908601,30910101,1182,318,78.8,21.200000000000003
25,30910101,30911601,1500,0,100.0,0.0
26,30911601,30913101,1500,0,100.0,0.0
27,30913101,30914601,1184,316,78.93333333333334,21.066666666666663
28,30914601,30916101,1500,0,100.0,0.0
29,30916101,30917601,1500,0,100.0,0.0
30,30917601,30919101,1351,149,90.06666666666666,9.933333333333337
31,30919101,30920601,1293,207,86.2,13.799999999999997
32,30920601,30922101,1500,0,100.0,0.0
33,30922101,30923601,1500,0,100.0,0.0
34,30923601,30925101,1199,301,79.93333333333334,20.066666666666663
35,30925101,30926601,1500,0,100.0,0.0
36,30926601,30928101,1500,0,100.0,0.0
37,30928101,30929601,992,508,66.13333333333333,33.866666666666674
38,30929601,30931101,1500,0,100.0,0.0
39,30931101,30932601,1500,0,100.0,0.0
40,30932601,30934101,1500,0,100.0,0.0
41,30934101,30935601,1147,353,76.46666666666667,23.53333333333333
42,30935601,30937101,1407,93,93.8,6.200000000000003
43,30937101,30938601,1500,0,100.0,0.0
44,30938601,30940101,1500,0,100.0,0.0
45,30940101,30941601,1079,421,71.93333333333334,28.066666666666663
46,30941601,30943101,1500,0,100.0,0.0
47,30943101,30944601,1500,0,100.0,0.0
48,30944601,30946101,1154,346,76.93333333333334,23.066666666666663
49,30946101,30947601,1500,0,100.0,0.0
50,30947601,30949101,1500,0,100.0,0.0
51,30949101,30950601,1079,421,71.93333333333334,28.066666666666663
52,30950601,30952101,1500,0,100.0,0.0
53,30952101,30953601,1500,0,100.0,0.0
54,30953601,30955101,1500,0,100.0,0.0
55,30955101,30956601,1346,154,89.73333333333333,10.266666666666666
56,30956601,30958101,1500,0,100.0,0.0
57,30958101,30959601,1500,0,100.0,0.0
58,30959601,30961101,1261,239,84.06666666666666,15.933333333333337
59,30961101,30962601,1375,125,91.66666666666666,8.333333333333343
60,30962601,30964101,1500,0,100.0,0.0
61,30964101,30965601,1500,0,100.0,0.0
62,30965601,30967101,1061,439,70.73333333333333,29.266666666666666
63,30967101,30968601,1500,0,100.0,0.0
64,30968601,30970101,1500,0,100.0,0.0
65,30970101,30971601,1500,0,100.0,0.0
66,30971601,30973101,1471,29,98.06666666666666,1.9333333333333371
67,30973101,30974601,1121,379,74.73333333333333,25.266666666666666
68,30974601,30976101,1500,0,100.0,0.0
69,30976101,30977601,1500,0,100.0,0.0
70,30977601,30979101,1266,234,84.39999999999999,15.600000000000009
71,30979101,30980601,1307,193,87.13333333333333,12.866666666666674
72,30980601,30982101,1500,0,100.0,0.0
73,30982101,30983601,1500,0,100.0,0.0
74,30983601,30985101,1083,417,72.2,27.799999999999997
75,30985101,30986601,1500,0,100.0,0.0
76,30986601,30988101,1500,0,100.0,0.0
77,30988101,30989601,1500,0,100.0,0.0
78,30989601,30991101,939,561,62.6,37.4
79,30991101,30992601,1500,0,100.0,0.0
80,30992601,30994101,1500,0,100.0,0.0
81,30994101,30995601,1500,0,100.0,0.0
82,30995601,30997101,1006,494,67.06666666666666,32.93333333333334
83,30997101,30998601,1500,0,100.0,0.0
84,30998601,31000101,1500,0,100.0,0.0
85,31000101,31001601,1124,376,74.93333333333332,25.066666666666677
86,31001601,31003101,1500,0,100.0,0.0
87,31003101,31004601,1500,0,100.0,0.0
88,31004601,31006101,1500,0,100.0,0.0
89,31006101,31007601,1016,484,67.73333333333333,32.266666666666666
90,31007601,31009101,1500,0,100.0,0.0
91,31009101,31010601,1500,0,100.0,0.0
92,31010601,31012101,1500,0,100.0,0.0
93,31012101,31013601,1046,454,69.73333333333333,30.266666666666666
