task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
e,1121,0,0,224,1,8
T,1162,0,0,320,1,8
H,1217,0,0,416,1,12
f,1261,0,0,516,1,8
G,6737,10,11232,14,0.0012437811,10
G,12561,20,22448,28,0.0012446657,5
G,18396,30,33768,42,0.0012411347,5
f,21573,26,40472,558,0.013591193,10
G,24245,40,45002,56,0.0012417402,5
G,30076,50,56248,70,0.0012418394,5
G,35960,60,67528,86,0.0012707983,5
G,41889,70,78794,100,0.0012663999,5
G,47788,80,90036,114,0.0012634379,10
G,53664,90,101260,128,0.0012613571,10
G,59501,100,112492,142,0.0012596023,10
G,65326,112,123726,156,0.0012581254,10
G,71168,122,134980,170,0.0012567271,10
G,77072,132,146236,184,0.001255527,10
G,82947,142,157474,198,0.0012546416,10
G,88770,152,168710,214,0.001265703,10
G,94603,162,179946,228,0.0012643066,10
G,100432,172,191176,244,0.0012735396,10
f,101683,52,200544,600,0.0029821666,10
G,106255,182,202404,260,0.0012817605,10
G,112086,192,213714,276,0.0012886237,10
G,117942,202,224936,290,0.0012864418,10
f,121991,78,241014,644,0.0026640634,10
G,123767,212,236174,304,0.0012843804,10
G,129658,222,247444,320,0.0012903954,9
G,135580,232,258700,336,0.0012959563,9
G,141485,242,269962,350,0.001293642,9
G,147360,252,281188,366,0.0012987658,9
G,153188,262,292422,380,0.0012966451,9
G,159014,272,303660,394,0.0012946642,9
G,164857,282,314918,408,0.0012927429,9
G,170759,292,326176,422,0.0012909542,9
G,176643,302,337416,436,0.0012893534,9
G,182478,312,348660,452,0.0012935573,9
G,188304,322,359890,466,0.0012920111,9
G,194129,332,371126,480,0.0012905376,9
G,199949,342,382350,494,0.0012891912,9
f,202104,104,401086,688,0.0017119623,10
G,205794,352,393686,508,0.0012875558,9
G,211654,362,404922,522,0.0012863289,9
G,217480,372,416162,536,0.001285156,9
f,222418,130,441558,730,0.0016500233,10
G,223366,382,427438,550,0.0012839368,9
G,229294,392,438696,564,0.0012828328,9
G,235197,402,449958,578,0.0012817726,9
G,241073,412,461186,592,0.0012808585,9
G,246897,422,472412,606,0.0012799932,9
G,252719,432,483634,622,0.0012832998,9
G,258559,442,494888,636,0.001282346,9
G,264462,452,506146,650,0.0012814244,9
G,270330,462,517368,664,0.001280632,9
G,276163,472,528610,678,0.0012798249,9
G,281998,482,539856,692,0.0012790419,9
G,287823,492,551086,706,0.0012783278,9
G,293647,502,562318,720,0.0012776378,9
G,299482,512,573638,736,0.0012802539,9
f,302531,156,601630,774,0.0012845193,10
G,305333,522,584874,752,0.0012829524,9
G,311166,532,596112,766,0.0012822015,9
G,317050,542,607384,780,0.0012814067,9
f,322844,182,642102,816,0.001268854,10
G,322971,552,618640,794,0.0012806741,9
G,328872,562,629894,808,0.0012799716,9
G,334746,572,641128,824,0.0012824424,9
G,340572,582,652366,840,0.0012848201,9
G,346405,592,663604,854,0.001284114,9
G,352244,602,674856,868,0.0012834048,9
G,358137,612,686106,884,0.0012856275,9
G,364016,622,697344,898,0.0012849424,9
G,369844,632,708590,912,0.0012842646,9
G,375697,642,719846,926,0.0012835903,10
G,381533,652,731088,940,0.0012829612,10
G,387361,662,742320,956,0.0012850533,10
G,393205,672,753648,970,0.001284275,10
G,399073,682,764872,984,0.0012836937,12
f,402970,208,802178,858,0.0010681686,11
G,404908,692,776116,1000,0.0012856643,12
G,410794,702,787398,1014,0.0012849855,12
G,416724,712,798666,1028,0.0012843482,12
G,422627,722,809918,1044,0.0012862148,12
f,423284,234,842650,900,0.0010666237,11
G,428504,732,821154,1060,0.0012880553,12
G,434329,742,832392,1074,0.0012874487,12
G,440169,752,843632,1088,0.0012868552,7
G,446013,762,854890,1102,0.0012862502,7
G,451916,772,866152,1116,0.0012856551,7
G,457782,782,877376,1130,0.0012851307,7
G,463615,792,888604,1144,0.0012846139,12
G,469442,802,899836,1158,0.0012841042,12
G,475266,812,911066,1172,0.0012836099,12
G,481083,822,922282,1188,0.0012853082,12
G,486928,832,933608,1202,0.0012846794,12
G,492779,842,944834,1216,0.0012842014,12
G,498611,852,956076,1230,0.0012837132,12
T,501579,18,1000694,362,0.00036161163,10
f,503363,248,1002650,944,0.000940387,6
G,504498,862,967358,1244,0.0012831832,12
G,510428,874,978624,1258,0.0012826839,12
G,516323,884,989876,1272,0.0012822167,12
G,522199,894,1001114,1286,0.0012817779,12
f,523676,274,1043120,988,0.000946014,6
G,528024,904,1012354,1300,0.0012813462,12
G,533863,914,1023590,1314,0.001280929,10
G,539712,924,1034856,1330,0.0012824098,10
G,545612,934,1046102,1344,0.0012819779,10
G,551497,950,1057328,1358,0.0012815722,15
G,557323,960,1068558,1374,0.0012830426,15
G,563145,970,1079786,1388,0.0012826389,15
G,568967,980,1091010,1404,0.0012840751,15
G,574799,990,1102236,1418,0.0012836715,20
G,580642,1000,1113568,1432,0.0012831541,20
G,586495,1010,1124798,1446,0.0012827632,20
G,592329,1020,1136050,1460,0.0012823553,20
G,598212,1030,1147316,1474,0.0012819398,20
f,603790,300,1203192,1030,0.000855111,6
G,604139,1040,1158580,1490,0.0012832548,20
G,610030,1050,1169820,1506,0.0012845708,20
G,615896,1060,1181042,1522,0.0012858813,20
G,621727,1070,1192278,1536,0.0012854805,20
f,624106,326,1243668,1072,0.0008609985,6
G,627560,1080,1203516,1550,0.0012850849,20
G,633399,1090,1214764,1566,0.0012863268,20
G,639294,1100,1226018,1580,0.001285914,20
G,645181,1110,1237260,1596,0.001287132,18
G,651017,1120,1248508,1610,0.0012867256,18
G,656850,1130,1259740,1624,0.0012863427,23
G,662686,1140,1270978,1640,0.0012875287,23
G,668511,1150,1282200,1656,0.0012887099,23
G,674354,1160,1293528,1670,0.0012882244,23
G,680204,1170,1304754,1684,0.0012878478,23
G,686037,1180,1315998,1700,0.0012889744,23
G,691923,1190,1327278,1714,0.0012885454,23
G,697856,1200,1338538,1728,0.001288143,22
G,703751,1210,1349780,1742,0.0012877643,22
f,704216,352,1403740,1114,0.00079276634,6
G,709626,1222,1361002,1756,0.0012874089,22
G,715457,1232,1372240,1770,0.0012870462,22
G,721288,1242,1383474,1786,0.0012881338,22
f,724540,378,1444218,1156,0.0007995839,8
G,727118,1252,1394718,1800,0.0012877656,22
G,733008,1262,1405956,1816,0.0012888262,22
G,738873,1272,1417172,1830,0.0012884837,22
G,744701,1282,1428396,1844,0.0012881395,22
G,750530,1292,1439630,1858,0.0012877916,22
G,756368,1302,1450860,1874,0.0012888265,20
G,762189,1312,1462082,1888,0.0012884892,20
G,768029,1322,1473406,1902,0.0012880681,20
G,773874,1332,1484632,1916,0.0012877382,20
G,779704,1342,1495872,1930,0.0012874013,20
G,785588,1352,1507144,1944,0.0012870422,20
G,791514,1362,1518398,1960,0.0012880162,18
G,797419,1372,1529654,1974,0.0012876713,18
G,803283,1382,1540868,1988,0.0012873664,18
f,804658,404,1604290,1198,0.0007460028,13
G,809106,1392,1552100,2002,0.0012870509,18
G,814927,1402,1563324,2016,0.0012867466,18
G,820766,1412,1574580,2030,0.0012864206,18
f,824978,430,1644762,1240,0.00075314374,8
G,826667,1422,1585832,2046,0.0012873592,18
G,832549,1432,1597064,2060,0.0012870528,20
G,838378,1442,1608290,2074,0.0012867553,21
G,844209,1452,1619526,2088,0.0012864541,21
G,850040,1462,1630760,2102,0.0012861587,21
G,855854,1472,1641974,2118,0.0012870966,21
G,861709,1482,1653306,2132,0.0012867248,22
G,867565,1492,1664528,2146,0.0012864427,20
G,873398,1502,1675764,2162,0.0012873431,20
G,879282,1512,1687034,2176,0.0012870241,20
G,885201,1522,1698286,2190,0.0012867231,20
G,891093,1532,1709534,2204,0.0012864289,20
G,896969,1544,1720764,2220,0.0012873088,20
G,902800,1556,1731992,2236,0.0012881787,21
f,905092,456,1804834,1282,0.0007096313,8
G,908652,1566,1743244,2252,0.0012890212,20
G,914490,1576,1754504,2266,0.0012887111,20
G,920394,1586,1765752,2280,0.0012884137,21
f,925406,482,1845304,1326,0.0007178774,8
G,926276,1596,1776992,2294,0.0012881258,21
G,932112,1606,1788240,2308,0.0012878358,21
G,937938,1616,1799474,2322,0.0012875594,21
G,943770,1626,1810708,2338,0.0012883871,21
G,949595,1636,1821926,2354,0.001289216,21
G,955443,1646,1833248,2368,0.0012888744,21
G,961297,1656,1844488,2384,0.0012896748,21
G,967131,1666,1855730,2398,0.0012893901,21
G,973014,1676,1867002,2412,0.0012890882,21
G,978935,1686,1878262,2428,0.0012898592,21
G,984837,1696,1889522,2444,0.001290621,21
G,990712,1706,1900744,2460,0.0012913996,21
G,996544,1716,1911984,2474,0.0012911145,21
H,1001954,12,2001318,470,0.00023478869,5
T,1002009,38,2001278,532,0.00026575444,11
G,1002375,1726,1923222,2488,0.001290834,21
f,1005484,494,2005316,1370,0.00068254967,8
G,1008217,1736,1934474,2504,0.0012915778,21
G,1014120,1746,1945730,2518,0.001291286,21
G,1019997,1756,1956970,2534,0.0012920266,21
f,1025805,518,2045788,1412,0.0006895481,13
G,1025872,1768,1968266,2580,0.0013079091,21
G,1031699,1778,1979492,2594,0.0013075493,21
G,1037523,1788,1990722,2608,0.0013071909,21
G,1043348,1798,2001954,2622,0.0013068351,21
G,1049183,1808,2013274,2638,0.0013074162,21
G,1055035,1818,2024512,2652,0.0013070594,21
G,1060868,1828,2035752,2666,0.0013067052,21
G,1066754,1838,2047028,2680,0.001306332,21
G,1072682,1848,2058286,2694,0.0013059741,21
G,1078593,1858,2069546,2710,0.001306582,23
G,1084461,1868,2080772,2724,0.0013062467,23
G,1090286,1878,2092000,2740,0.0013068665,23
G,1096111,1888,2103230,2754,0.0013065309,23
G,1101969,1898,2114492,2770,0.0013071217,23
f,1105927,550,2205858,1454,0.00065855565,13
G,1107863,1908,2125740,2784,0.0013067772,23
G,1113735,1918,2136962,2800,0.0013073848,23
G,1119566,1928,2148198,2816,0.0013079776,23
G,1125398,1938,2159434,2830,0.0013076414,23
f,1126242,576,2246332,1496,0.0006653608,13
G,1131230,1948,2170666,2844,0.0013073109,23
