task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
T,1020,0,0,22,1,8
H,1069,0,0,132,1,8
f,1112,0,0,218,1,8
G,1167,0,0,318,1,10
G,6936,10,11234,334,0.028847815,10
G,12774,20,22474,350,0.01532131,10
G,18611,32,33704,364,0.010674487,10
f,21419,24,40472,260,0.006379429,10
G,24456,44,45030,378,0.008316466,10
G,30317,54,56256,394,0.0069483635,10
G,36158,66,67496,408,0.0060026483,10
G,42053,78,78774,422,0.005323309,10
G,47989,90,90036,436,0.0048143812,10
G,53893,102,101284,450,0.0044188695,10
G,59779,112,112518,464,0.004102782,10
G,65619,124,123752,478,0.0038438651,12
G,71453,134,134986,492,0.0036279976,12
G,77296,146,146240,508,0.003458276,12
G,83209,156,157498,522,0.0033001213,12
G,89097,166,168748,536,0.003163175,12
G,94925,178,179986,550,0.003043483,12
G,100761,188,191230,564,0.0029377753,12
f,101538,48,200544,302,0.0015032804,9
G,106597,198,202464,580,0.002853741,12
G,112425,208,213690,594,0.002769334,12
G,118258,218,225004,608,0.0026922906,12
f,121850,72,241016,344,0.0014248318,9
G,124122,228,236240,622,0.0026234763,12
G,129956,240,247480,636,0.00256084,12
G,135850,250,258756,650,0.002503312,12
G,141787,262,270016,664,0.002450709,12
G,147698,274,281260,678,0.0024024493,14
G,153577,284,292490,692,0.0023580245,14
G,159403,294,303726,706,0.0023168353,14
G,165238,306,314964,720,0.002278553,14
G,171081,318,326222,734,0.002242769,14
G,176983,330,337464,750,0.0022153694,14
G,182859,342,348688,766,0.0021898479,14
G,188695,354,359922,780,0.0021603296,14
G,194532,366,371164,794,0.0021325513,14
G,200361,376,382398,810,0.0021116626,14
f,201965,96,401088,388,0.0009662028,9
G,206193,388,393616,824,0.0020869847,13
G,212036,398,404938,838,0.0020631552,13
G,217897,408,416178,854,0.002045803,13
f,222277,128,441558,432,0.0009771147,9
G,223739,418,427424,868,0.0020246787,11
G,229645,428,438710,882,0.0020044544,11
G,235575,438,449964,896,0.0019853844,11
G,241488,450,461222,910,0.0019672187,11
G,247365,460,472448,926,0.001954271,11
G,253206,470,483692,940,0.0019377368,6
G,259040,480,494918,956,0.0019260447,6
G,264893,492,506184,970,0.0019107803,6
G,270803,502,517436,984,0.0018962388,7
G,276692,514,528678,998,0.001882344,7
G,282527,524,539922,1014,0.0018727145,7
