task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
T,1019,0,0,20,1,10
H,1067,0,0,130,1,10
f,1110,0,0,216,1,10
G,1165,0,0,316,1,10
G,6933,10,11228,330,0.028526971,10
G,12765,20,22468,344,0.015066573,10
G,18656,32,33738,358,0.01048992,10
f,21417,24,40472,258,0.006330667,10
G,24600,42,44988,372,0.0081934715,10
G,30502,52,56234,386,0.006811124,10
G,36387,64,67464,402,0.0059178565,10
G,42219,76,78696,416,0.005253321,10
G,48052,88,89928,430,0.004754218,10
G,53902,98,101196,444,0.004364151,10
G,59805,110,112448,458,0.0040525235,10
G,65697,120,123684,472,0.003797998,10
G,71530,130,134918,486,0.0035858161,10
G,77361,142,146146,500,0.003406273,10
G,83195,154,157378,514,0.0032522178,10
G,89021,164,168596,528,0.0031189453,10
G,94863,176,179920,542,0.0030004762,10
G,100722,186,191140,556,0.0028976141,10
f,101536,58,200544,300,0.0014932654,10
G,106551,196,202372,570,0.0028059743,10
G,112436,206,213638,584,0.0027235248,10
G,118370,216,224900,598,0.0026493703,10
f,121847,82,241016,342,0.001416501,10
G,124269,228,236136,612,0.00258254,10
G,130143,238,247352,626,0.002521997,10
G,135974,248,258580,640,0.0024665855,10
G,141804,258,269804,654,0.0024158158,10
G,147661,270,281062,668,0.0023687943,10
G,153572,280,292318,682,0.0023254228,10
G,159447,292,303538,696,0.0022855191,10
G,165280,302,314776,710,0.0022483438,10
G,171111,312,326012,724,0.0022137424,10
G,176944,324,337244,740,0.002187356,10
G,182768,336,348460,756,0.0021627683,10
G,188611,346,359786,770,0.0021335431,10
G,194470,356,371008,784,0.0021066887,10
G,200303,366,382246,798,0.002081323,10
f,201963,106,401092,386,0.0009611937,10
G,206205,376,393524,812,0.002057196,10
G,212135,388,404782,828,0.002039419,10
G,218037,398,416024,844,0.0020226906,10
f,222271,130,441562,430,0.0009725822,10
G,223920,408,427252,858,0.0020022497,10
G,229746,420,438478,872,0.0019828547,10
G,235581,432,449708,886,0.00196441,10
G,241431,442,460976,900,0.001946712,10
G,247333,454,472224,914,0.0019299312,10
G,253227,464,483458,930,0.0019181111,10
G,259062,476,494694,944,0.0019027885,10
