task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
T,1020,0,0,22,1,8
H,1075,0,0,132,1,5
f,1119,0,0,232,1,8
G,1169,0,0,334,1,8
G,6937,12,11248,348,0.029979324,10
G,12780,22,22500,364,0.01590492,10
G,18624,34,33756,380,0.011120866,10
f,21426,24,40472,274,0.006720628,10
G,24460,44,45002,394,0.008670774,10
G,30305,56,56254,410,0.007228491,10
G,36160,66,67606,424,0.0062265038,10
G,42033,76,78864,438,0.005517902,10
G,47877,86,90128,452,0.0049853306,10
G,53799,96,101434,468,0.004588325,5
G,59748,106,112710,482,0.0042542676,5
G,65662,118,123974,496,0.003981122,5
G,71558,128,135226,512,0.003768419,5
G,77404,138,146488,526,0.0035745353,5
G,83255,148,157736,542,0.0034211555,10
G,89109,160,169008,558,0.0032876518,10
G,95031,172,180284,572,0.003159732,10
G,100917,182,191530,586,0.0030473536,10
f,101538,48,200542,318,0.001582814,10
G,106751,194,202776,600,0.0029473891,10
G,112594,204,214026,614,0.0028578877,10
G,118436,214,225278,628,0.0027772863,10
f,121850,72,241014,360,0.0014910166,10
G,124279,226,236520,642,0.0027044332,8
G,130123,236,247850,658,0.00264529,8
G,135992,246,259100,672,0.0025844364,8
G,141846,256,270372,688,0.0025357886,8
G,147756,266,281676,704,0.0024907482,8
G,153707,276,292958,720,0.0024493628,8
G,159634,286,304238,734,0.0024045233,8
G,165525,296,315496,748,0.0023630506,8
G,171363,308,326748,762,0.0023244605,8
G,177217,318,338010,778,0.0022942678,8
G,183071,328,349294,794,0.0022658783,8
G,188987,340,360570,810,0.002239301,8
G,194872,350,371814,826,0.0022145365,8
G,200721,360,383058,842,0.0021912246,5
f,201964,98,401084,402,0.0010010359,10
G,206571,372,394304,856,0.0021641739,5
G,212425,382,405556,870,0.002138601,7
G,218258,392,416790,886,0.0021192725,7
f,222276,122,441554,446,0.0010087714,10
G,224110,404,428128,902,0.0021004393,7
G,229986,414,439384,918,0.0020829742,7
G,235827,424,450638,934,0.00206639,7
G,241729,434,461928,948,0.0020461462,7
G,247674,444,473200,962,0.0020269444,7
G,253597,456,484478,976,0.0020086025,7
G,259482,466,495722,992,0.0019952531,7
G,265315,476,506968,1006,0.0019785622,7
G,271164,486,518214,1022,0.001966436,6
G,277025,498,529496,1036,0.0019509256,6
G,282939,508,540768,1050,0.0019361048,6
G,288841,518,552026,1066,0.0019255433,5
G,294689,530,563294,1080,0.0019118292,5
G,300533,540,574550,1094,0.001898699,5
f,302388,146,601626,488,0.00081028126,10
G,306378,550,585814,1110,0.0018894454,5
G,312230,562,597066,1124,0.001877238,5
G,318090,572,608408,1138,0.0018652129,6
f,322701,170,642098,530,0.0008245203,10
G,323960,582,619648,1154,0.0018571446,6
G,329807,592,630904,1168,0.0018461617,7
G,335712,604,642196,1184,0.001838555,7
G,341661,614,653478,1198,0.0018281982,7
G,347575,624,664750,1212,0.00181822,7
G,353467,634,676004,1226,0.0018086224,7
G,359309,644,687260,1240,0.0017993337,7
G,365154,656,698520,1256,0.0017931791,7
G,371017,668,709806,1272,0.0017871544,7
G,376944,680,721090,1288,0.0017813232,7
G,382848,692,732346,1302,0.0017730207,5
G,388695,702,743612,1316,0.0017649505,5
G,394538,712,754862,1330,0.0017571581,5
G,400379,722,766112,1344,0.0017495945,5
f,402813,196,802168,572,0.0007123855,10
G,406221,732,777350,1358,0.0017422765,5
G,412075,744,788696,1372,0.0017349257,5
