task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
e,1121,0,0,224,1,10
T,1161,0,0,318,1,10
H,1215,0,0,414,1,10
f,1258,0,0,512,1,10
G,6732,10,11222,14,0.0012448871,10
G,12566,20,22450,28,0.0012445551,10
G,18404,30,33704,42,0.0012434865,10
f,21570,26,40472,554,0.013495079,10
G,24294,40,44948,56,0.0012432288,10
G,30155,50,56162,70,0.001243737,10
G,35975,60,67386,84,0.0012438917,10
G,41806,70,78624,98,0.0012437811,10
G,47642,80,89854,112,0.0012438088,10
G,53465,90,101080,126,0.0012438793,10
G,59301,100,112386,140,0.0012430522,10
G,65151,110,123616,154,0.0012431386,10
G,70979,120,134854,170,0.0012579175,10
G,76858,130,146116,184,0.0012565731,10
G,82780,140,157366,200,0.0012681825,10
G,88674,150,168602,214,0.001266527,10
G,94544,160,179824,228,0.0012651766,10
G,100372,170,191054,244,0.0012743644,10
f,101683,52,200544,598,0.0029722557,10
G,106191,180,202274,258,0.0012727416,10
G,112027,190,213518,272,0.0012711468,10
G,117920,200,224750,286,0.0012697793,10
f,121995,78,241014,642,0.0026558118,10
G,123783,210,235970,300,0.0012686062,10
G,129617,220,247194,314,0.0012675192,10
G,135449,230,258430,330,0.0012741805,10
G,141282,242,269666,344,0.0012728861,10
G,147104,252,280884,358,0.0012717856,10
G,152945,262,292204,372,0.0012703269,10
G,158796,272,303438,386,0.001269336,10
G,164634,282,314686,400,0.0012683595,10
G,170514,292,325956,414,0.0012673651,10
G,176435,302,337214,428,0.001266482,10
G,182330,312,348456,442,0.0012657141,10
G,188197,322,359680,456,0.0012650572,10
G,194020,332,370904,470,0.0012644401,10
G,199845,342,382130,484,0.0012638528,10
f,202108,112,401086,686,0.0017069603,10
G,205687,352,393392,498,0.0012631835,10
G,211582,362,404638,512,0.0012626013,10
G,217459,372,415870,526,0.0012620931,10
f,222420,138,441558,728,0.0016454804,10
G,223282,382,427100,540,0.0012616174,10
G,229105,392,438328,554,0.0012611719,10
G,234929,402,449556,568,0.0012607486,10
G,240754,412,460788,582,0.001260335,10
G,246586,422,472104,596,0.0012597174,10
G,252437,432,483336,610,0.0012593471,10
G,258272,442,494588,626,0.0012629727,10
G,264155,452,505854,642,0.0012664021,10
G,270081,462,517118,656,0.0012658326,10
G,275972,472,528358,672,0.001269117,10
G,281839,482,539578,686,0.0012686178,10
G,287670,494,550812,700,0.0012681022,10
G,293502,504,562046,714,0.0012676116,10
G,299332,514,573294,728,0.0012671094,10
f,302533,164,601628,772,0.0012811917,10
G,305221,524,584532,742,0.0012666482,10
G,311084,534,595744,756,0.0012662596,10
G,316906,544,606968,772,0.001269144,10
