bin_index,start_time_us,end_time_us,waiting_time_us,running_time_us,waiting_pct,running_pct
0,116137156,116139156,110,1890,5.5,94.5
1,116139156,116141156,82,1918,4.1000000000000005,95.9
2,116141156,116143156,68,1932,3.4000000000000004,96.6
3,116143156,116145156,33,1967,1.6500000000000001,98.35
4,116145156,116147156,61,1939,3.05,96.95
5,116147156,116149156,52,1948,2.6,97.4
6,116149156,116151156,40,1960,2.0,98.0
7,116151156,116153156,50,1950,2.5,97.5
8,116153156,116155156,44,1956,2.1999999999999997,97.8
9,116155156,116157156,41,1959,2.0500000000000003,97.95
10,116157156,116159156,40,1960,2.0,98.0
11,116159156,116161156,38,1962,1.9,98.1
12,116161156,116163156,36,1964,1.7999999999999998,98.2
13,116163156,116165156,51,1949,2.55,97.45
14,116165156,116167156,37,1963,1.8499999999999999,98.15
15,116167156,116169156,38,1962,1.9,98.1
16,116169156,116171156,35,1965,1.7500000000000002,98.25
17,116171156,116173156,38,1962,1.9,98.1
18,116173156,116175156,37,1963,1.8499999999999999,98.15
19,116175156,116177156,37,1963,1.8499999999999999,98.15
20,116177156,116179156,36,1964,1.7999999999999998,98.2
21,116179156,116181156,41,1959,2.0500000000000003,97.95
22,116181156,116183156,40,1960,2.0,98.0
23,116183156,116185156,36,1964,1.7999999999999998,98.2
24,116185156,116187156,37,1963,1.8499999999999999,98.15
25,116187156,116189156,37,1963,1.8499999999999999,98.15
26,116189156,116191156,37,1963,1.8499999999999999,98.15
27,116191156,116193156,36,1964,1.7999999999999998,98.2
28,116193156,116195156,36,1964,1.7999999999999998,98.2
29,116195156,116197156,37,1963,1.8499999999999999,98.15
30,116197156,116199156,37,1963,1.8499999999999999,98.15
31,116199156,116201156,37,1963,1.8499999999999999,98.15
32,116201156,116203156,38,1962,1.9,98.1
33,116203156,116205156,37,1963,1.8499999999999999,98.15
34,116205156,116207156,41,1959,2.0500000000000003,97.95
35,116207156,116209156,43,1957,2.15,97.85
36,116209156,116211156,35,1965,1.7500000000000002,98.25
37,116211156,116213156,39,1961,1.95,98.05
38,116213156,116215156,36,1964,1.7999999999999998,98.2
39,116215156,116217156,38,1962,1.9,98.1
40,116217156,116219156,37,1963,1.8499999999999999,98.15
41,116219156,116221156,35,1965,1.7500000000000002,98.25
42,116221156,116223156,39,1961,1.95,98.05
43,116223156,116225156,36,1964,1.7999999999999998,98.2
44,116225156,116227156,36,1964,1.7999999999999998,98.2
45,116227156,116229156,33,1967,1.6500000000000001,98.35
46,116229156,116231156,37,1963,1.8499999999999999,98.15
47,116231156,116233156,40,1960,2.0,98.0
48,116233156,116235156,34,1966,1.7000000000000002,98.3
49,116235156,116237156,36,1964,1.7999999999999998,98.2
50,116237156,116239156,39,1961,1.95,98.05
51,116239156,116241156,36,1964,1.7999999999999998,98.2
52,116241156,116243156,38,1962,1.9,98.1
53,116243156,116245156,37,1963,1.8499999999999999,98.15
54,116245156,116247156,38,1962,1.9,98.1
55,116247156,116249156,40,1960,2.0,98.0
56,116249156,116251156,38,1962,1.9,98.1
57,116251156,116253156,37,1963,1.8499999999999999,98.15
58,116253156,116255156,37,1963,1.8499999999999999,98.15
59,116255156,116257156,37,1963,1.8499999999999999,98.15
60,116257156,116259156,37,1963,1.8499999999999999,98.15
61,116259156,116261156,37,1963,1.8499999999999999,98.15
62,116261156,116263156,38,1962,1.9,98.1
63,116263156,116265156,37,1963,1.8499999999999999,98.15
64,116265156,116267156,37,1963,1.8499999999999999,98.15
65,116267156,116269156,37,1963,1.8499999999999999,98.15
66,116269156,116271156,37,1963,1.8499999999999999,98.15
67,116271156,116273156,39,1961,1.95,98.05
68,116273156,116275156,37,1963,1.8499999999999999,98.15
69,116275156,116277156,39,1961,1.95,98.05
70,116277156,116279156,39,1961,1.95,98.05
71,116279156,116281156,37,1963,1.8499999999999999,98.15
72,116281156,116283156,39,1961,1.95,98.05
73,116283156,116285156,39,1961,1.95,98.05
74,116285156,116287156,38,1962,1.9,98.1
75,116287156,116289156,47,1953,2.35,97.65
76,116289156,116291156,38,1962,1.9,98.1
77,116291156,116293156,47,1953,2.35,97.65
78,116293156,116295156,37,1963,1.8499999999999999,98.15
79,116295156,116297156,37,1963,1.8499999999999999,98.15
80,116297156,116299156,38,1962,1.9,98.1
81,116299156,116301156,37,1963,1.8499999999999999,98.15
82,116301156,116303156,37,1963,1.8499999999999999,98.15
83,116303156,116305156,38,1962,1.9,98.1
84,116305156,116307156,36,1964,1.7999999999999998,98.2
85,116307156,116309156,37,1963,1.8499999999999999,98.15
86,116309156,116311156,38,1962,1.9,98.1
87,116311156,116313156,37,1963,1.8499999999999999,98.15
88,116313156,116315156,37,1963,1.8499999999999999,98.15
89,116315156,116317156,37,1963,1.8499999999999999,98.15
90,116317156,116319156,38,1962,1.9,98.1
91,116319156,116321156,37,1963,1.8499999999999999,98.15
92,116321156,116323156,39,1961,1.95,98.05
93,116323156,116325156,37,1963,1.8499999999999999,98.15
94,116325156,116327156,37,1963,1.8499999999999999,98.15
95,116327156,116329156,37,1963,1.8499999999999999,98.15
96,116329156,116331156,38,1962,1.9,98.1
97,116331156,116333156,38,1962,1.9,98.1
98,116333156,116335156,38,1962,1.9,98.1
99,116335156,116337156,38,1962,1.9,98.1
100,116337156,116339156,36,1964,1.7999999999999998,98.2
101,116339156,116341156,37,1963,1.8499999999999999,98.15
102,116341156,116343156,39,1961,1.95,98.05
103,116343156,116345156,42,1958,2.1,97.9
104,116345156,116347156,47,1953,2.35,97.65
105,116347156,116349156,53,1947,2.65,97.35
106,116349156,116351156,39,1961,1.95,98.05
107,116351156,116353156,37,1963,1.8499999999999999,98.15
108,116353156,116355156,36,1964,1.7999999999999998,98.2
109,116355156,116357156,38,1962,1.9,98.1
110,116357156,116359156,37,1963,1.8499999999999999,98.15
111,116359156,116361156,39,1961,1.95,98.05
112,116361156,116363156,39,1961,1.95,98.05
113,116363156,116365156,38,1962,1.9,98.1
114,116365156,116367156,37,1963,1.8499999999999999,98.15
115,116367156,116369156,40,1960,2.0,98.0
116,116369156,116371156,36,1964,1.7999999999999998,98.2
117,116371156,116373156,41,1959,2.0500000000000003,97.95
118,116373156,116375156,38,1962,1.9,98.1
119,116375156,116377156,38,1962,1.9,98.1
120,116377156,116379156,37,1963,1.8499999999999999,98.15
121,116379156,116381156,38,1962,1.9,98.1
122,116381156,116383156,37,1963,1.8499999999999999,98.15
