task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
G,10050,0,0,19056,1,8
C,20089,19046,0,20102,0.5134873,10
G,28128,20092,0,35144,0.63625175,10
C,38128,35124,0,40112,0.533149,10
G,48128,40092,0,55154,0.57906896,10
C,58128,55124,0,60122,0.52168405,10
G,68135,60092,0,75164,0.5557166,11
C,78174,75124,0,80224,0.51641476,10
G,89213,80184,0,97252,0.54809624,11
C,99258,97202,0,100312,0.5078729,10
G,110297,100262,0,119352,0.54346263,11
C,120336,119292,0,120400,0.5023113,10
G,131375,120340,0,141440,0.540301,11
C,141414,141370,0,140488,0.49843538,10
G,152453,140418,0,163528,0.5380166,11
C,162492,163448,0,160576,0.49556822,10
G,173531,160496,0,185616,0.53628886,11
C,183577,185526,0,180664,0.49336138,15
G,194616,180574,0,207718,0.53495306,11
C,209662,207618,0,210752,0.5037455,14
G,220701,210652,0,229820,0.5217585,11
C,234747,229710,0,238840,0.5097428,15
G,245786,238730,0,251922,0.51344335,11
C,260825,251802,0,268928,0.5164442,15
G,271864,268808,0,274010,0.5047917,11
C,286903,273880,0,299016,0.52193767,15
G,297942,298886,0,296098,0.4976571,11
C,312981,295958,0,329104,0.5265142,15
G,324020,328964,0,318186,0.49167272,11
C,339066,318036,0,359192,0.5303856,14
G,350112,359042,0,340288,0.48659146,9
C,364158,340128,0,387294,0.53242,13
G,373197,387134,0,358390,0.48072228,9
C,386236,358220,0,413382,0.5357451,13
G,395282,413212,0,376478,0.4767415,14
C,408321,376298,0,439484,0.5387273,13
G,422361,439304,0,404566,0.47941744,14
C,435400,404376,0,465574,0.5351733,13
G,449440,465384,0,432654,0.48177695,14
C,462479,432454,0,491664,0.53203595,13
G,476519,491464,0,460742,0.48386797,14
C,489558,460532,0,517754,0.52924603,13
G,503598,517544,0,488830,0.48573393,14
C,516637,488610,0,543844,0.5267489,13
G,530682,543624,0,516918,0.48740926,14
C,543721,516688,0,569944,0.5245051,13
G,557761,569714,0,545006,0.4889174,14
C,570800,544766,0,596034,0.5224702,13
G,584846,595794,0,573094,0.49028993,16
C,597885,572844,0,622136,0.52062464,13
G,613931,621886,0,605182,0.49319354,14
C,626977,604922,0,648238,0.5172827,8
G,641017,647978,0,633284,0.49426582,14
C,649056,633014,0,664328,0.5120685,8
G,663096,664058,0,661372,0.49898675,14
C,671136,661092,0,680418,0.5072031,8
G,685176,680138,0,689462,0.5034039,14
C,693216,689172,0,696508,0.5026471,8
G,707256,696218,0,717552,0.50754505,14
C,715302,717252,0,712598,0.49837255,9
G,729342,712298,0,745654,0.5114393,14
C,738387,745344,0,730688,0.49503535,9
G,752427,730378,0,773754,0.51441896,14
C,761467,773434,0,748778,0.49190125,9
G,775513,748458,0,801844,0.51721793,19
C,784553,801514,0,766880,0.48895878,9
G,803593,766550,0,839934,0.52283996,19
C,812633,839594,0,784970,0.4831881,9
G,831673,784630,0,878024,0.5280858,19
C,840713,877674,0,803060,0.47780314,9
G,859753,802710,0,916114,0.53298885,19
C,868793,915754,0,821150,0.4727665,9
G,887833,820790,0,954204,0.53758156,17
C,896873,953834,0,839240,0.46804538,9
G,913913,838870,0,988294,0.5408896,15
C,922959,987914,0,857330,0.46461606,11
G,937999,856950,0,1018396,0.5430443,15
C,949038,1018006,0,879418,0.46347997,11
G,964078,879028,0,1048486,0.54395765,15
C,975118,1048086,0,901508,0.46240807,11
G,990158,901108,0,1078576,0.5448223,15
C,1001204,1078166,0,923598,0.46139205,12
G,1016244,923188,0,1108678,0.54564524,15
C,1028290,1108258,0,947688,0.46094984,10
G,1043330,947268,0,1138780,0.5459031,15
C,1053370,1138350,0,967778,0.4595058,10
G,1068416,967348,0,1168870,0.54716796,10
C,1078410,1168430,0,987788,0.45811138,10
G,1088415,987348,0,1188880,0.54630303,10
C,1098410,1188430,0,1007798,0.45887676,10
G,1108410,1007348,0,1208890,0.5454694,10
C,1118410,1208430,0,1027808,0.45961475,10
G,1128415,1027348,0,1228900,0.5446653,10
C,1138416,1228430,0,1047818,0.46032682,9
G,1148456,1047348,0,1249002,0.5439075,10
C,1157496,1248522,0,1065908,0.46054882,9
G,1167536,1065428,0,1269092,0.5436201,10
C,1176575,1268602,0,1083998,0.46076596,9
G,1186615,1083508,0,1289180,0.5433416,10
C,1195654,1288680,0,1102088,0.46097657,9
G,1205700,1101588,0,1309268,0.54307187,5
C,1214739,1308758,0,1120190,0.4611832,9
G,1219785,1119680,0,1319356,0.5409334,6
C,1228824,1318836,0,1138292,0.4632612,9
G,1234864,1137772,0,1331444,0.5392173,6
C,1243903,1330914,0,1156382,0.4649153,9
G,1249950,1155852,0,1343532,0.53754526,7
C,1258988,1342992,0,1174484,0.46653235,9
G,1266034,1173944,0,1357620,0.5362772,6
C,1275073,1357070,0,1192586,0.46774387,9
G,1281113,1192036,0,1369708,0.5346779,6
C,1290152,1369148,0,1210676,0.46928626,9
G,1296192,1210116,0,1381796,0.5331184,6
C,1305231,1381226,0,1228766,0.470793,9
G,1311271,1228196,0,1393884,0.53159475,6
C,1320310,1393304,0,1246856,0.4722653,9
G,1326350,1246276,0,1405972,0.53010577,6
C,1335389,1405382,0,1264946,0.47370437,9
G,1341429,1264356,0,1418060,0.5286503,6
C,1350468,1417460,0,1283036,0.47511125,9
G,1356508,1282436,0,1430148,0.52722716,6
C,1365554,1429538,0,1301126,0.47648704,5
G,1371594,1300516,0,1442250,0.5258378,6
C,1376633,1441630,0,1311216,0.47631288,5
G,1382679,1310596,0,1454338,0.52599376,5
C,1387673,1453708,0,1321226,0.4761288,5
G,1392673,1320596,0,1464348,0.52580875,5
C,1397673,1463708,0,1331236,0.4763015,5
G,1402679,1330596,0,1474358,0.5256264,5
C,1407673,1473708,0,1341246,0.47647172,5
G,1412679,1340596,0,1484368,0.5254467,6
C,1417719,1483708,0,1351348,0.47665656,5
G,1423759,1350688,0,1496458,0.5255993,6
C,1428799,1495788,0,1361438,0.47648942,5
G,1434845,1360768,0,1508548,0.52575177,11
C,1439890,1507868,0,1371540,0.4763271,5
G,1450930,1370860,0,1530648,0.5275353,11
C,1455970,1529958,0,1381630,0.47452798,5
G,1467010,1380940,0,1552738,0.5292803,11
C,1472050,1552038,0,1391720,0.47276983,5
G,1483090,1391020,0,1574828,0.53098744,11
C,1488130,1574118,0,1401810,0.4710497,5
G,1499170,1401100,0,1596918,0.5326579,11
C,1504210,1596198,0,1411900,0.46936637,5
G,1515251,1411180,0,1619008,0.53429294,12
C,1520290,1618278,0,1421990,0.46771863,5
G,1532336,1421260,0,1643098,0.5361965,7
C,1537376,1642358,0,1432092,0.46580428,5
G,1544416,1431352,0,1657188,0.5365603,5
C,1549416,1656438,0,1442102,0.4654134,5
G,1554416,1441352,0,1667198,0.5363266,5
C,1559422,1666438,0,1452112,0.4656369,10
G,1564462,1451352,0,1677300,0.5361095,5
C,1574508,1676530,0,1472202,0.4675539,5
G,1579502,1471432,0,1687310,0.5341715,5
C,1584502,1686530,0,1482212,0.46776038,5
G,1589507,1481432,0,1697320,0.53395796,5
C,1594507,1696530,0,1492222,0.46796426,5
G,1599502,1491432,0,1707330,0.53374714,5
C,1604502,1706530,0,1502232,0.4681656,5
G,1609502,1501432,0,1717340,0.5335389,5
C,1614502,1716530,0,1512242,0.46836445,5
G,1619502,1511432,0,1727350,0.5333332,5
C,1624502,1726530,0,1522252,0.46856084,5
G,1629502,1521432,0,1737360,0.53313005,5
C,1634502,1736530,0,1532262,0.46875483,5
G,1639508,1531432,0,1747370,0.5329294,5
C,1644502,1746530,0,1542272,0.46894646,5
G,1649502,1541432,0,1757380,0.5327312,5
C,1654502,1756530,0,1552282,0.46913576,5
G,1659508,1551432,0,1767390,0.5325353,5
C,1664507,1766530,0,1562292,0.46932277,5
G,1669502,1561432,0,1777400,0.53234184,5
C,1674508,1776530,0,1572302,0.46950758,6
G,1679553,1571432,0,1787502,0.5321635,5
C,1685593,1786622,0,1584402,0.47000614,6
G,1690639,1583522,0,1797592,0.53165674,5
C,1696679,1796702,0,1596504,0.47050017,6
G,1701725,1595614,0,1807682,0.53115624,7
