task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
G,10050,0,0,19056,1,8
C,20089,19046,0,20102,0.5134873,10
G,28135,20092,0,35144,0.63625175,9
C,38173,35124,0,40202,0.53370684,10
G,47212,40182,0,53232,0.5698503,9
C,57251,53202,0,60290,0.5312269,10
G,66290,60260,0,71320,0.54202765,9
C,76329,71280,0,80378,0.52999514,10
G,85368,80338,0,89408,0.5267164,9
C,95407,89358,0,100466,0.52925867,10
G,104446,100416,0,107496,0.5170264,9
C,114492,107436,0,120554,0.5287688,8
G,123531,120494,0,125598,0.5103701,9
C,131570,125528,0,136642,0.5211962,8
G,140616,136572,0,143686,0.51269186,10
C,148656,143606,0,152744,0.5154176,8
G,158695,152664,0,163776,0.51755786,10
C,166735,163686,0,168832,0.50773793,8
G,176774,168742,0,183866,0.52144593,10
C,184820,183766,0,184920,0.50156504,6
G,194859,184820,0,203968,0.52462524,10
C,200905,203858,0,197008,0.491456,5
G,210951,196898,0,224070,0.53227323,11
C,215991,223950,0,207110,0.48046675,5
G,227030,206990,0,246160,0.5432197,11
C,232070,246030,0,217198,0.46887925,5
G,243109,217068,0,268250,0.5527304,11
C,248155,268110,0,227286,0.4587966,6
G,259195,227146,0,290352,0.56106883,9
C,265235,290202,0,239376,0.45201275,6
G,274275,239226,0,308442,0.5631916,5
C,280315,308282,0,251466,0.44924858,6
G,285355,251306,0,318532,0.55898696,5
C,291395,318362,0,263556,0.45290917,6
G,296435,263386,0,328622,0.5550972,5
C,302475,328442,0,275646,0.45630106,6
G,307515,275466,0,338712,0.55148834,5
C,313555,338522,0,287736,0.4594528,6
G,318595,287546,0,348802,0.54813087,5
C,324635,348602,0,299826,0.46238905,6
G,329681,299626,0,358892,0.54499954,5
C,335721,358682,0,311928,0.4651407,6
G,340761,311718,0,368982,0.5420626,5
C,346806,368762,0,324018,0.46770692,6
G,351852,323798,0,379082,0.5393268,10
C,357892,378852,0,336120,0.47011632,6
G,367932,335890,0,399172,0.54304534,5
C,373972,398932,0,348210,0.466056,6
G,379012,347970,0,409262,0.5404711,5
C,385052,409012,0,360300,0.46834055,6
G,390092,360050,0,419352,0.53804326,5
C,396132,419092,0,372390,0.47049713,6
G,401172,372130,0,429442,0.53574973,5
C,407212,429172,0,384480,0.47253618,6
G,412252,384210,0,439532,0.5335797,5
C,418292,439252,0,396570,0.47446704,6
G,423332,396290,0,449622,0.53152335,5
C,429372,449332,0,408660,0.47629815,6
G,434412,408370,0,459712,0.52957207,5
C,440452,459412,0,420750,0.478037,6
G,445497,420450,0,469802,0.527718,5
C,451537,469492,0,432850,0.47969615,6
G,456577,432540,0,479892,0.5259482,5
C,462617,479572,0,444940,0.4812701,6
G,467657,444620,0,489982,0.5242681,5
C,473697,489652,0,457030,0.48277035,6
G,478743,456700,0,500072,0.5226658,5
C,484783,499732,0,469132,0.48420832,6
G,489823,468792,0,510162,0.52112967,5
C,495869,509812,0,481222,0.48557568,5
G,500869,480872,0,520172,0.5196295,6
C,505909,519812,0,491324,0.48591286,5
G,511949,490964,0,532262,0.5201803,5
C,516955,531892,0,501334,0.48521233,5
G,521949,500964,0,542272,0.51979804,5
C,526949,541892,0,511344,0.48549804,5
G,531949,510964,0,552282,0.5194301,5
C,536949,551892,0,521354,0.48577306,5
G,541949,520964,0,562292,0.5190758,5
C,546949,561892,0,531364,0.48603803,5
G,551949,530964,0,572302,0.5187344,5
C,556949,571892,0,541374,0.4862935,5
G,561949,540964,0,582312,0.5184051,5
C,566955,581892,0,551384,0.4865399,5
G,571949,550964,0,592322,0.5180873,5
C,576949,591892,0,561394,0.48677778,5
G,581949,560964,0,602332,0.51778054,5
C,586949,601892,0,571404,0.48700753,5
G,591949,570964,0,612342,0.51748407,5
C,596949,611892,0,581414,0.4872296,5
G,601954,580964,0,622352,0.5171975,5
C,606949,621892,0,591424,0.4874443,5
G,611949,590964,0,632362,0.51692027,5
C,616949,631892,0,601434,0.4876521,5
G,621949,600964,0,642372,0.516652,5
C,626955,641892,0,611444,0.48785323,5
G,631949,610964,0,652382,0.5163922,5
C,636949,651892,0,621454,0.48804802,5
G,641949,620964,0,662392,0.5161405,5
C,646949,661892,0,631464,0.4882368,5
G,651955,630964,0,672402,0.51589656,10
C,657002,671892,0,641566,0.48845565,7
G,667041,641056,0,692504,0.51928973,5
C,674081,691984,0,655656,0.48652163,7
G,679121,655136,0,702594,0.517477,5
C,686167,702064,0,669746,0.48822066,7
G,691207,669216,0,712696,0.5157318,5
C,698247,712156,0,683836,0.4898567,7
G,703287,683296,0,722786,0.51404256,5
C,710327,722236,0,697926,0.49144113,7
G,715367,697376,0,732876,0.5124104,5
C,722407,732316,0,712016,0.49297252,7
G,727453,711456,0,742966,0.5108325,5
C,734493,742396,0,726118,0.49445766,7
G,739533,725548,0,753056,0.509302,5
C,746573,752476,0,740208,0.49589062,7
G,751613,739628,0,763146,0.50782484,5
C,758653,762556,0,754298,0.49727792,7
G,763693,753708,0,773236,0.50639445,5
C,770733,772636,0,768388,0.4986217,5
G,775733,767788,0,783246,0.5049831,5
C,780733,782636,0,778398,0.49864256,5
G,785733,777788,0,793256,0.50492287,5
C,790733,792636,0,788408,0.49866292,5
G,795733,787788,0,803266,0.5048641,5
C,800733,802636,0,798418,0.49868274,5
G,805733,797788,0,813276,0.50480676,5
C,810733,812636,0,808428,0.49870208,5
G,815733,807788,0,823286,0.50475085,5
C,820733,822636,0,818438,0.49872097,5
G,825733,817788,0,833296,0.5046963,5
C,830733,832636,0,828448,0.4987394,5
G,835733,827788,0,843306,0.5046431,5
C,840733,842636,0,838458,0.49875736,5
G,845733,837788,0,853316,0.5045911,5
C,850733,852636,0,848468,0.49877492,5
G,855739,847788,0,863326,0.5045403,7
C,860779,862636,0,858570,0.49881884,5
G,867819,857880,0,877416,0.505629,5
C,872819,876716,0,868580,0.49766916,5
G,877819,867880,0,887426,0.50556767,5
C,882819,886716,0,878590,0.49769843,5
G,887819,877880,0,897436,0.50550777,5
C,892819,896716,0,888600,0.497727,5
G,897819,887880,0,907446,0.5054492,5
C,902819,906716,0,898610,0.49775496,5
G,907819,897880,0,917456,0.50539184,5
C,912825,916716,0,908620,0.49778232,5
G,917819,907880,0,927466,0.5053358,5
C,922819,926716,0,918630,0.49780908,5
G,927819,917880,0,937476,0.5052809,5
C,932819,936716,0,928640,0.49783528,5
G,937825,927880,0,947486,0.50522727,6
C,942865,946716,0,938742,0.4978854,5
G,948910,937972,0,959576,0.5056926,6
C,953956,958796,0,948842,0.49739102,5
G,959996,948062,0,971678,0.50615084,5
C,964996,970888,0,958852,0.49688146,5
G,970002,958062,0,981688,0.50609,10
C,975042,980888,0,968954,0.49693975,5
G,985082,968154,0,1001778,0.5085343,5
C,990082,1000968,0,978964,0.49444324,5
G,995082,978154,0,1011788,0.508451,5
C,1000082,1010968,0,988974,0.49450135,5
G,1005088,988154,0,1021798,0.5083693,6
C,1010128,1020968,0,999076,0.4945813,5
G,1016168,998246,0,1033888,0.5087696,5
C,1021168,1033048,0,1009086,0.49413309,5
G,1026174,1008246,0,1043898,0.50868654,7
C,1031214,1043048,0,1019188,0.494215,5
G,1038254,1018338,0,1057988,0.5095481,5
C,1043254,1057128,0,1029198,0.49330643,5
G,1048254,1028338,0,1067998,0.5094594,5
C,1053254,1067128,0,1039208,0.49337238,5
G,1058254,1038338,0,1078008,0.5093723,5
C,1063254,1077128,0,1049218,0.4934371,5
G,1068254,1048338,0,1088018,0.5092868,5
C,1073254,1087128,0,1059228,0.49350062,5
G,1078254,1058338,0,1098028,0.50920296,5
C,1083254,1097128,0,1069238,0.49356297,5
G,1088254,1068338,0,1108038,0.50912064,5
C,1093254,1107128,0,1079248,0.49362415,5
G,1098254,1078338,0,1118048,0.5090399,5
C,1103254,1117128,0,1089258,0.49368423,5
G,1108260,1088338,0,1128058,0.5089605,5
C,1113254,1127128,0,1099268,0.49374324,5
G,1118254,1098338,0,1138068,0.5088826,5
C,1123254,1137128,0,1109278,0.4938012,5
G,1128254,1108338,0,1148078,0.508806,5
C,1133254,1147128,0,1119288,0.49385816,5
