task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
G,10057,0,0,19056,1,15
C,20096,19046,0,20116,0.5136612,10
G,35135,20106,0,49144,0.70966065,10
C,45135,49124,0,40126,0.44959104,10
G,55135,40106,0,69154,0.63293064,10
C,65136,69124,0,60136,0.46523285,10
G,75136,60106,0,89164,0.59733367,10
C,85136,89124,0,80146,0.47348022,10
G,95136,80106,0,109174,0.57678574,10
C,105136,109124,0,100156,0.47857416,10
G,115136,100106,0,129184,0.5634088,10
C,125136,129124,0,120166,0.48203298,10
G,135136,120106,0,149194,0.5540067,10
C,145136,149124,0,140176,0.4845351,10
G,155136,140106,0,169204,0.54703695,10
C,165136,169124,0,160186,0.4864292,10
G,175136,160106,0,189214,0.5416638,10
C,185136,189124,0,180196,0.48791292,10
G,195136,180106,0,209224,0.537395,10
C,205142,209124,0,200206,0.4891066,5
G,215188,200106,0,229326,0.5340217,12
C,220233,229216,0,210308,0.47849035,5
G,232273,210198,0,253426,0.54661965,12
C,237312,253306,0,220396,0.46526298,5
G,249352,220276,0,277516,0.55749387,12
C,254391,277386,0,230484,0.4538248,5
G,266431,230354,0,301606,0.5669712,12
C,271475,301466,0,240572,0.44382867,5
G,283521,240432,0,325706,0.575312,11
C,288567,325556,0,250674,0.4350242,5
G,299613,250524,0,347808,0.581296,6
C,304652,347648,0,260774,0.4286071,5
G,310692,260614,0,359898,0.58000165,5
C,315692,359728,0,270784,0.42946684,5
G,320698,270614,0,369908,0.57751024,10
C,325738,369728,0,280886,0.4317245,5
G,335778,280706,0,389998,0.58147556,5
C,340778,389808,0,290896,0.4273458,5
G,345778,290706,0,400008,0.5791225,5
C,350784,399808,0,300906,0.42942768,10
G,355824,300706,0,410110,0.5769566,5
C,365864,409900,0,320996,0.4391815,10
G,370904,320786,0,420200,0.5670822,5
C,380944,419980,0,341086,0.44816875,10
G,385990,340866,0,430290,0.5579805,10
C,395984,430060,0,361096,0.45641568,10
G,405984,360866,0,450300,0.55512685,5
C,416030,450060,0,381186,0.45857182,8
G,421070,380946,0,460402,0.54721946,5
C,429110,460152,0,397276,0.46333453,8
G,434150,397026,0,470492,0.54234266,5
C,442190,470232,0,413366,0.46782133,8
G,447236,413106,0,480582,0.53775144,5
C,455276,480312,0,429468,0.47205698,8
G,460316,429198,0,490672,0.5334145,5
C,468356,490392,0,445558,0.47604895,8
G,473396,445278,0,500762,0.52932435,5
C,481436,500472,0,461648,0.4798237,8
G,486476,461358,0,510852,0.5254544,5
C,494522,510552,0,477738,0.4833986,9
G,499562,477438,0,520954,0.52179307,5
C,508602,520644,0,495828,0.48779306,9
G,513642,495518,0,531044,0.5173034,5
C,522682,530724,0,513918,0.49195608,5
G,527688,513598,0,541054,0.51301664,5
C,532688,540724,0,523928,0.49211198,10
G,537728,523598,0,551156,0.5128206,5
C,547774,550816,0,544018,0.49689543,5
G,552768,543678,0,561166,0.50791425,5
C,557768,560816,0,554028,0.49695563,5
G,562768,553678,0,571176,0.50777787,5
C,567768,570816,0,564038,0.49701372,5
G,572768,563678,0,581186,0.5076463,5
C,577774,580816,0,574048,0.49706978,5
G,582768,573678,0,591196,0.50751925,5
C,587774,590816,0,584058,0.49712396,5
G,592774,583678,0,601206,0.5073965,5
C,597768,600816,0,594068,0.4971763,5
G,602768,593678,0,611216,0.50727785,5
