task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
G,10007,0,0,19382,1,8
C,20051,19372,0,20098,0.5091969,10
G,28094,20088,0,35478,0.63848394,10
C,38094,35458,0,40108,0.5307678,12
G,48138,40088,0,55576,0.58094996,10
C,60175,55546,0,64192,0.53610384,10
G,70175,64162,0,75586,0.5408736,10
C,80175,75546,0,84202,0.5270927,8
G,90213,84162,0,95672,0.53200173,10
C,98250,95622,0,100286,0.5119035,6
G,108288,100236,0,115758,0.5359315,8
C,114326,115698,0,112372,0.49270838,5
G,122364,112312,0,131844,0.539999,5
C,127364,131774,0,122382,0.48152316,7
G,132408,122312,0,141942,0.5371423,5
C,139446,141862,0,136468,0.49031007,5
G,144446,136388,0,151952,0.526989,5
C,149446,151862,0,146478,0.49097675,5
G,154446,146388,0,161962,0.5252538,5
C,159446,161862,0,156488,0.4915596,5
G,164446,156388,0,171972,0.52373004,5
C,169446,171862,0,166498,0.49207354,5
G,174446,166388,0,181982,0.52238137,5
C,179446,181862,0,176508,0.49253008,5
G,184446,176388,0,191992,0.5211792,5
C,189446,191862,0,186518,0.4929383,5
G,194446,186388,0,202002,0.52010095,5
C,199446,201862,0,196528,0.49330556,5
G,204446,196388,0,212012,0.5191283,5
C,209446,211862,0,206538,0.49363768,5
G,214446,206388,0,222022,0.51824653,5
C,219446,221862,0,216548,0.49393946,5
G,224446,216388,0,232032,0.5174435,5
C,229446,231862,0,226558,0.49421492,5
G,234446,226388,0,242042,0.516709,5
C,239446,241862,0,236568,0.49446732,5
G,244446,236388,0,252052,0.5160347,5
C,249446,251862,0,246578,0.49469945,5
G,254446,246388,0,262062,0.5154135,5
C,259446,261862,0,256588,0.4949137,5
G,264446,256388,0,272072,0.51483935,5
C,269446,271862,0,266598,0.49511197,10
G,274490,266388,0,282170,0.514385,5
C,284528,281950,0,286684,0.5041626,8
G,289566,286464,0,292256,0.50500417,5
C,297604,292026,0,302770,0.50903165,6
G,302642,302540,0,302342,0.49983633,5
C,308680,302102,0,314856,0.5103362,5
G,313680,314616,0,312352,0.4981945,5
C,318680,312102,0,324866,0.51001936,5
G,323680,324616,0,322362,0.49825805,5
C,328680,322102,0,334876,0.5097218,5
G,333680,334616,0,332372,0.4983178,5
C,338680,332102,0,344886,0.5094418,5
G,343680,344616,0,342382,0.49837407,5
