task_id,timestamp,total_run_timf,total_io_wait_time,total_ready_wait_time,wait_pct,delta
C,10007,0,0,19382,1,10
B,20007,19372,0,20008,0.5080752,10
C,30007,20000,0,39390,0.663243,10
B,40007,39372,0,40016,0.50405604,10
C,50007,40000,0,59398,0.5975774,10
B,60007,59372,0,60024,0.5027304,10
C,70007,60000,0,79406,0.56960243,10
B,80007,79372,0,80032,0.5020702,10
C,88235,80000,0,95866,0.5451082,10
C,98235,100000,0,95872,0.4894625,10
C,108235,120000,0,95878,0.44413048,10
C,118235,140000,0,95884,0.40648794,10
C,128235,160000,0,95890,0.37473133,10
C,138235,180000,0,95896,0.34758025,10
B,148235,79390,100256,99784,0.35709837,10
C,158235,200000,0,115904,0.36689627,10
B,168235,99390,200512,119792,0.285427,10
C,178235,220000,0,135912,0.38186967,10
B,188235,119390,300768,139800,0.24966158,10
C,198235,240000,0,155920,0.39381692,10
B,208235,139390,401024,159808,0.22822477,10
C,218235,260000,0,175928,0.40357122,10
B,228235,159390,501280,179816,0.21394289,10
C,236170,280000,0,191802,0.4065307,10
C,246170,300000,0,191808,0.39000586,10
C,256170,320000,0,191814,0.37477288,10
C,266170,340000,0,191820,0.36068594,10
C,276170,360000,0,191826,0.34762046,10
C,286170,380000,0,191832,0.33546916,10
B,296170,159408,601536,199568,0.20777252,10
C,306170,400000,0,211840,0.34623432,10
B,316170,179408,701792,219576,0.19947383,10
C,326170,420000,0,231848,0.35567802,10
B,336170,199408,802048,239584,0.193051,10
C,346170,440000,0,251856,0.3640295,10
B,356170,219408,902304,259592,0.18793257,10
C,366170,460000,0,271864,0.37146792,10
B,376170,239408,1002560,279600,0.18375781,10
C,384113,480000,0,287754,0.37479973,10
C,394113,500000,0,287760,0.3652889,10
C,404113,520000,0,287766,0.3562492,10
C,414113,540000,0,287772,0.34764645,10
C,424113,560000,0,287778,0.3394497,10
C,434113,580000,0,287784,0.33163092,10
B,444113,239426,1102816,299352,0.18235447,10
C,454113,600000,0,307792,0.33905566,10
B,464113,259426,1203072,319360,0.17922865,10
C,474113,620000,0,327800,0.34585357,10
B,484113,279426,1303328,339368,0.17655903,10
C,494113,640000,0,347808,0.35210082,10
B,504113,299426,1403584,359376,0.17425254,10
C,514113,660000,0,367816,0.35786173,10
B,524113,319426,1503840,379384,0.1722398,10
C,532055,680000,0,383704,0.36072442,10
C,542055,700000,0,383710,0.35407075,10
C,552055,720000,0,383716,0.34765828,10
C,562055,740000,0,383722,0.34147415,10
C,572055,760000,0,383728,0.33550635,10
C,582055,780000,0,383734,0.32974374,10
B,592055,319444,1604096,399136,0.17184317,10
C,602055,800000,0,403742,0.33540577,10
B,612055,339444,1704352,419144,0.17018035,10
C,622055,820000,0,423750,0.34070352,10
B,632055,359444,1804608,439152,0.16869673,10
C,642055,840000,0,443758,0.34567106,10
B,652055,379444,1904864,459160,0.1673648,10
C,662055,860000,0,463766,0.35033834,10
B,672055,399444,2005120,479168,0.16616246,10
C,680004,880000,0,479668,0.35278317,10
C,690004,900000,0,479674,0.347672,10
C,700004,920000,0,479680,0.34270692,10
C,710004,940000,0,479686,0.33788174,10
C,720004,960000,0,479692,0.3331907,10
C,730004,980000,0,479698,0.32862824,10
B,740004,399462,2105376,498920,0.1660986,10
C,750004,1000000,0,499706,0.33320263,10
B,760004,419462,2205632,518928,0.16505228,10
C,770004,1020000,0,519714,0.33753932,10
B,780004,439462,2305888,538936,0.16409533,10
C,790004,1040000,0,539722,0.34165633,10
B,800004,459462,2406144,558944,0.16321677,10
C,810004,1060000,0,559730,0.34556994,10
B,820004,479462,2506400,578952,0.16240735,10
C,827946,1080000,0,575618,0.34767562,10
C,837946,1100000,0,575624,0.34352815,10
C,847946,1120000,0,575630,0.33947855,10
C,857946,1140000,0,575636,0.3355234,10
C,867946,1160000,0,575642,0.3316594,10
C,877946,1180000,0,575648,0.32788348,10
B,887946,479480,2606656,598704,0.16247761,10
C,897946,1200000,0,595656,0.33172056,10
B,907946,499480,2706912,618712,0.16175038,10
C,917946,1220000,0,615664,0.33539036,10
B,927946,519480,2807168,638720,0.16107458,10
C,937946,1240000,0,635672,0.3389036,10
B,947946,539480,2907424,658728,0.16044497,10
C,957946,1260000,0,655680,0.3422701,10
B,967946,559480,3007680,678736,0.15985696,10
C,975894,1280000,0,671580,0.3441212,10
C,985894,1300000,0,671586,0.34063235,10
C,995894,1320000,0,671592,0.33721364,10
C,1005894,1340000,0,671598,0.33386293,10
C,1015894,1360000,0,671604,0.3305782,10
C,1025894,1380000,0,671610,0.32735753,10
B,1035894,559498,3107936,698488,0.15998636,10
C,1045894,1400000,0,691618,0.3306617,10
