bin_index,start_time_us,end_time_us,waiting_time_us,running_time_us,waiting_pct,running_pct
0,131841920,131842420,130,370,26.0,74.0
1,131842420,131842920,0,500,0.0,100.0
2,131842920,131843420,6,494,1.2,98.8
3,131843420,131843920,14,486,2.8000000000000003,97.2
4,131843920,131844420,24,476,4.8,95.2
5,131844420,131844920,18,482,3.5999999999999996,96.4
6,131844920,131845420,18,482,3.5999999999999996,96.4
7,131845420,131845920,16,484,3.2,96.8
8,131845920,131846420,11,489,2.1999999999999997,97.8
9,131846420,131846920,16,484,3.2,96.8
10,131846920,131847420,5,495,1.0,99.0
11,131847420,131847920,6,494,1.2,98.8
12,131847920,131848420,9,491,1.7999999999999998,98.2
13,131848420,131848920,15,485,3.0,97.0
14,131848920,131849420,11,489,2.1999999999999997,97.8
15,131849420,131849920,0,500,0.0,100.0
16,131849920,131850420,0,500,0.0,100.0
17,131850420,131850920,0,500,0.0,100.0
18,131850920,131851420,0,500,0.0,100.0
19,131851420,131851920,0,500,0.0,100.0
20,131851920,131852420,0,500,0.0,100.0
21,131852420,131852920,0,500,0.0,100.0
22,131852920,131853420,0,500,0.0,100.0
23,131853420,131853920,0,500,0.0,100.0
24,131853920,131854420,0,500,0.0,100.0
25,131854420,131854920,0,500,0.0,100.0
26,131854920,131855420,0,500,0.0,100.0
27,131855420,131855920,0,500,0.0,100.0
28,131855920,131856420,0,500,0.0,100.0
29,131856420,131856920,0,500,0.0,100.0
30,131856920,131857420,0,500,0.0,100.0
31,131857420,131857920,0,500,0.0,100.0
32,131857920,131858420,0,500,0.0,100.0
33,131858420,131858920,0,500,0.0,100.0
34,131858920,131859420,0,500,0.0,100.0
35,131859420,131859920,0,500,0.0,100.0
36,131859920,131860420,0,500,0.0,100.0
37,131860420,131860920,0,500,0.0,100.0
38,131860920,131861420,0,500,0.0,100.0
39,131861420,131861920,0,500,0.0,100.0
40,131861920,131862420,0,500,0.0,100.0
41,131862420,131862920,0,500,0.0,100.0
42,131862920,131863420,0,500,0.0,100.0
43,131863420,131863920,0,500,0.0,100.0
44,131863920,131864420,3,497,0.6,99.4
45,131864420,131864920,78,422,15.6,84.4
46,131864920,131865420,0,500,0.0,100.0
47,131865420,131865920,16,484,3.2,96.8
48,131865920,131866420,15,485,3.0,97.0
49,131866420,131866920,26,474,5.2,94.8
50,131866920,131867420,15,485,3.0,97.0
51,131867420,131867920,18,482,3.5999999999999996,96.4
52,131867920,131868420,13,487,2.6,97.4
53,131868420,131868920,17,483,3.4000000000000004,96.6
54,131868920,131869420,7,493,1.4000000000000001,98.6
55,131869420,131869920,5,495,1.0,99.0
56,131869920,131870420,7,493,1.4000000000000001,98.6
57,131870420,131870920,13,487,2.6,97.4
58,131870920,131871420,18,482,3.5999999999999996,96.4
59,131871420,131871920,11,489,2.1999999999999997,97.8
60,131871920,131872403,18,465,3.7267080745341614,96.27329192546584
